Id,SoilPh,RelativeHumidity,SoilTemperature,Crop
2773,6.7,64,33,Chickpeas
2774,5.9,79,33,Chickpeas
2775,5.4,69,34,Chickpeas
2776,5.9,67,33,Chickpeas
2777,6.5,61,33,Chickpeas
2778,6.9,76,33,Chickpeas
2779,6.9,74,34,Chickpeas
2780,6.3,78,33,Chickpeas
2781,5.9,70,34,Chickpeas
2782,5.3,67,32,Chickpeas
2783,5.8,60,33,Chickpeas
2784,5.5,78,34,Chickpeas
2785,6.3,70,33,Chickpeas
2786,5.3,73,34,Chickpeas
2787,6.7,74,34,Chickpeas
2788,5.6,65,35,Chickpeas
2789,5.9,68,35,Chickpeas
2790,5.9,69,35,Chickpeas
2791,5.8,70,33,Chickpeas
2792,5.4,69,34,Chickpeas
2793,6.3,67,34,Chickpeas
2794,5.9,76,33,Chickpeas
2795,5.5,76,33,Chickpeas
2796,6.6,77,33,Chickpeas
2797,6.1,64,34,Chickpeas
2798,5.4,62,34,Chickpeas
2799,7,74,33,Chickpeas
2800,6.1,60,33,Chickpeas
2801,6.9,76,34,Chickpeas
2802,5.4,66,35,Chickpeas
2803,6.3,72,34,Chickpeas
2804,6.2,67,33,Chickpeas
2805,7,63,32,Chickpeas
2806,6.1,75,32,Chickpeas
2807,5.5,64,33,Chickpeas
2808,6.3,67,33,Chickpeas
2809,5.6,71,35,Chickpeas
2810,6.7,72,34,Chickpeas
2811,7,64,33,Chickpeas
2812,6.7,77,34,Chickpeas
2813,6.6,71,33,Chickpeas
2814,5.6,72,32,Chickpeas
2815,6.5,62,33,Chickpeas
2816,6.4,77,34,Chickpeas
2817,5.6,61,35,Chickpeas
2818,5.7,70,35,Chickpeas
2819,6.4,74,32,Chickpeas
2820,5.9,74,33,Chickpeas
2821,6.8,71,33,Chickpeas
2822,5.4,76,33,Chickpeas
2823,6.2,61,34,Chickpeas
2824,6.7,62,32,Chickpeas
2825,5.5,72,34,Chickpeas
2826,6.2,61,33,Chickpeas
2827,5.5,62,34,Chickpeas
2828,6.7,75,32,Chickpeas
2829,5.5,73,35,Chickpeas
2830,5.3,79,33,Chickpeas
2831,5.7,74,35,Chickpeas
2832,6.9,62,35,Chickpeas
2833,6.7,70,35,Chickpeas
2834,6.5,62,32,Chickpeas
2835,6.9,74,33,Chickpeas
2836,6.9,72,34,Chickpeas
2837,5.5,71,32,Chickpeas
2838,5.9,63,33,Chickpeas
2839,5.6,61,33,Chickpeas
2840,5.9,70,33,Chickpeas
2841,6.3,72,32,Chickpeas
2842,6.3,73,34,Chickpeas
2843,6.1,75,34,Chickpeas
2844,7,72,33,Chickpeas
2845,6.2,62,35,Chickpeas
2846,5.8,70,33,Chickpeas
2847,5.8,74,34,Chickpeas
2848,6.7,63,35,Chickpeas
2849,6.9,73,34,Chickpeas
2850,6.1,62,33,Chickpeas
2851,6.7,74,32,Chickpeas
2852,5.7,76,34,Chickpeas
2853,5.3,72,34,Chickpeas
2854,5.9,75,32,Chickpeas
2855,5.7,65,33,Chickpeas
2856,6,77,34,Chickpeas
2857,5.8,64,35,Chickpeas
2858,5.9,66,33,Chickpeas
2859,6.9,67,35,Chickpeas
2860,6.9,77,32,Chickpeas
2861,6,71,32,Chickpeas
2862,5.9,64,33,Chickpeas
2863,5.6,73,34,Chickpeas
2864,6.2,77,34,Chickpeas
2865,6.2,62,34,Chickpeas
2866,6.9,61,35,Chickpeas
2867,6.8,79,34,Chickpeas
2868,6.8,73,32,Chickpeas
2869,6.1,71,32,Chickpeas
2870,5.3,61,34,Chickpeas
2871,5.9,67,32,Chickpeas
2872,6.9,66,32,Chickpeas
2873,6.7,62,33,Chickpeas
2874,5.6,74,34,Chickpeas
2875,6.5,77,34,Chickpeas
2876,5.6,80,35,Chickpeas
2877,6.4,60,35,Chickpeas
2878,5.3,63,33,Chickpeas
2879,7,61,33,Chickpeas
2880,6.9,77,34,Chickpeas
2881,6.6,80,32,Chickpeas
2882,6.3,71,34,Chickpeas
2883,6.6,70,34,Chickpeas
2884,6.4,74,34,Chickpeas
2885,6.8,70,34,Chickpeas
2886,5.4,68,34,Chickpeas
2887,5.8,65,33,Chickpeas
2888,6.6,66,33,Chickpeas
2889,5.5,74,33,Chickpeas
2890,6.8,64,33,Chickpeas
2891,6.5,77,34,Chickpeas
2892,6.9,61,32,Chickpeas
2893,5.4,64,34,Chickpeas
2894,6,73,35,Chickpeas
2895,6.6,72,34,Chickpeas
2896,7,80,35,Chickpeas
2897,6.1,74,33,Chickpeas
2898,5.8,75,34,Chickpeas
2899,6,80,34,Chickpeas
2900,5.6,73,35,Chickpeas
2901,6.9,62,33,Chickpeas
2902,5.9,76,35,Chickpeas
2903,6.3,80,32,Chickpeas
2904,5.7,74,34,Chickpeas
2905,6.7,68,33,Chickpeas
2906,6.3,74,34,Chickpeas
2907,6.3,63,34,Chickpeas
2908,6,79,34,Chickpeas
2909,6.4,66,35,Chickpeas
2910,6.9,63,32,Chickpeas
2911,5.4,75,34,Chickpeas
2912,6.7,68,35,Chickpeas
2913,6.6,64,34,Chickpeas
2914,6.3,75,33,Chickpeas
2915,5.9,76,34,Chickpeas
2916,6.6,76,34,Chickpeas
2917,6.9,76,32,Chickpeas
2918,5.3,79,34,Chickpeas
2919,6.3,76,34,Chickpeas
2920,6.5,63,35,Chickpeas
2921,6.6,63,34,Chickpeas
2922,5.6,76,33,Chickpeas
2923,6.8,61,33,Chickpeas
2924,6.9,72,35,Chickpeas
2925,6.8,70,34,Chickpeas
2926,6,62,35,Chickpeas
2927,5.3,76,33,Chickpeas
2928,6.9,79,34,Chickpeas
2929,6.1,70,33,Chickpeas
2930,6.5,78,35,Chickpeas
2931,6.7,66,34,Chickpeas
2932,5.9,71,35,Chickpeas
2933,6.4,64,32,Chickpeas
2934,5.5,65,32,Chickpeas
2935,6.2,61,34,Chickpeas
2936,5.4,74,34,Chickpeas
2937,6.8,71,34,Chickpeas
2938,5.9,66,32,Chickpeas
2939,5.9,71,34,Chickpeas
2940,5.7,72,32,Chickpeas
2941,5.6,74,33,Chickpeas
2942,6.2,68,33,Chickpeas
2943,6.8,67,34,Chickpeas
2944,7,72,35,Chickpeas
2945,6.6,67,32,Chickpeas
2946,6.7,63,34,Chickpeas
2947,6,63,34,Chickpeas
2948,6.6,74,34,Chickpeas
2949,5.4,71,32,Chickpeas
2950,6.1,72,33,Chickpeas
2951,6.8,68,35,Chickpeas
2952,7,67,32,Chickpeas
2953,6.6,71,34,Chickpeas
2954,6.8,65,32,Chickpeas
2955,6.4,71,34,Chickpeas
2956,6.6,74,33,Chickpeas
2957,6.7,76,34,Chickpeas
2958,6.6,69,34,Chickpeas
2959,6.6,65,33,Chickpeas
2960,6.2,61,33,Chickpeas
2961,6.9,70,33,Chickpeas
2962,6.8,61,32,Chickpeas
2963,6.2,65,35,Chickpeas
2964,7,74,34,Chickpeas
2965,5.6,67,32,Chickpeas
2966,6.3,61,32,Chickpeas
2967,6.9,73,35,Chickpeas
2968,6.7,77,34,Chickpeas
2969,5.8,68,34,Chickpeas
2970,6,78,33,Chickpeas
2971,6.2,66,34,Chickpeas
2972,5.5,67,34,Chickpeas
2973,5.5,74,32,Chickpeas
2974,6.9,79,33,Chickpeas
2975,6.9,71,35,Chickpeas
2976,6.4,62,33,Chickpeas
2977,6.1,77,32,Chickpeas
2978,5.8,67,35,Chickpeas
2979,5.4,67,33,Chickpeas
2980,5.5,70,34,Chickpeas
2981,6.2,73,34,Chickpeas
2982,5.9,61,35,Chickpeas
2983,6.6,64,35,Chickpeas
2984,6.5,74,33,Chickpeas
2985,6.5,60,34,Chickpeas
2986,6.3,63,34,Chickpeas
2987,6.1,61,34,Chickpeas
2988,6,78,32,Chickpeas
2989,6.6,70,32,Chickpeas
2990,6.5,65,32,Chickpeas
2991,5.9,78,34,Chickpeas
2992,6,78,34,Chickpeas
2993,6.8,74,34,Chickpeas
2994,6.1,75,34,Chickpeas
2995,6.2,73,32,Chickpeas
2996,5.5,66,33,Chickpeas
2997,5.6,64,35,Chickpeas
2998,5.3,61,33,Chickpeas
2999,6,64,34,Chickpeas
3000,5.5,80,34,Chickpeas
3001,6.4,89,32,Lentils
3002,6.5,90,34,Lentils
3003,6.9,90,32,Lentils
3004,6.7,87,35,Lentils
3005,7,79,30,Lentils
3006,6.3,82,30,Lentils
3007,5.9,86,35,Lentils
3008,5.6,90,33,Lentils
3009,5.9,89,30,Lentils
3010,6.3,92,32,Lentils
3011,6.7,80,34,Lentils
3012,6.1,93,32,Lentils
3013,6.1,90,31,Lentils
3014,5.9,93,34,Lentils
3015,5.6,94,35,Lentils
3016,6.6,77,31,Lentils
3017,6.6,87,33,Lentils
3018,6.5,83,31,Lentils
3019,7,90,34,Lentils
3020,5.9,93,32,Lentils
3021,5.7,85,30,Lentils
3022,5.7,87,33,Lentils
3023,5.7,85,31,Lentils
3024,5.6,92,34,Lentils
3025,6.9,93,30,Lentils
3026,6.1,77,32,Lentils
3027,6.5,94,32,Lentils
3028,6.8,94,35,Lentils
3029,6,88,33,Lentils
3030,6.6,94,31,Lentils
3031,5.7,87,34,Lentils
3032,5.7,83,31,Lentils
3033,6.9,92,32,Lentils
3034,6.3,92,30,Lentils
3035,5.5,91,33,Lentils
3036,6.7,93,30,Lentils
3037,5.7,84,35,Lentils
3038,6.7,87,32,Lentils
3039,6.9,86,35,Lentils
3040,5.8,77,32,Lentils
3041,6.9,95,30,Lentils
3042,6.7,77,32,Lentils
3043,6.6,85,31,Lentils
3044,6.7,79,30,Lentils
3045,6.3,84,31,Lentils
3046,5.9,81,34,Lentils
3047,6.3,89,33,Lentils
3048,5.9,92,31,Lentils
3049,6.9,84,35,Lentils
3050,5.5,91,32,Lentils
3051,6.8,83,35,Lentils
3052,6.6,85,34,Lentils
3053,5.9,84,34,Lentils
3054,6.9,86,30,Lentils
3055,6.7,85,33,Lentils
3056,6.7,78,33,Lentils
3057,6.3,92,35,Lentils
3058,6.8,82,33,Lentils
3059,6.6,84,30,Lentils
3060,6.8,78,31,Lentils
3061,5.9,79,35,Lentils
3062,6.1,79,35,Lentils
3063,6.2,86,31,Lentils
3064,5.6,94,35,Lentils
3065,5.7,87,34,Lentils
3066,5.6,82,32,Lentils
3067,6.4,80,34,Lentils
3068,5.7,94,31,Lentils
3069,6.8,91,33,Lentils
3070,5.7,89,34,Lentils
3071,6.3,87,31,Lentils
3072,6.3,91,35,Lentils
3073,5.8,85,32,Lentils
3074,5.6,81,34,Lentils
3075,6,81,33,Lentils
3076,5.9,88,34,Lentils
3077,6.7,83,31,Lentils
3078,5.6,93,31,Lentils
3079,6.2,90,33,Lentils
3080,6.9,89,31,Lentils
3081,5.6,83,31,Lentils
3082,6.7,84,32,Lentils
3083,6.5,88,34,Lentils
3084,6.8,81,34,Lentils
3085,6.4,91,33,Lentils
3086,6.9,94,31,Lentils
3087,5.7,91,32,Lentils
3088,5.6,90,32,Lentils
3089,6.8,89,34,Lentils
3090,6.8,85,31,Lentils
3091,6.3,80,31,Lentils
3092,6.3,78,34,Lentils
3093,6.5,77,34,Lentils
3094,6.8,88,31,Lentils
3095,6.4,82,31,Lentils
3096,6.2,94,34,Lentils
3097,5.8,95,33,Lentils
3098,6.6,95,35,Lentils
3099,5.7,90,30,Lentils
3100,7,93,32,Lentils
3101,6.8,81,31,Lentils
3102,6.5,89,31,Lentils
3103,5.9,81,32,Lentils
3104,6.1,94,33,Lentils
3105,6.1,92,30,Lentils
3106,6.6,86,31,Lentils
3107,6.2,86,31,Lentils
3108,6.8,87,31,Lentils
3109,6,87,33,Lentils
3110,6.1,80,33,Lentils
3111,6.5,93,31,Lentils
3112,6.2,80,31,Lentils
3113,6.3,83,30,Lentils
3114,6.5,90,30,Lentils
3115,6.6,93,35,Lentils
3116,5.9,87,34,Lentils
3117,6.1,80,30,Lentils
3118,6.2,78,34,Lentils
3119,5.5,87,30,Lentils
3120,6.5,83,33,Lentils
3121,6.5,83,32,Lentils
3122,6.3,86,34,Lentils
3123,6.1,82,31,Lentils
3124,6,79,35,Lentils
3125,5.8,94,34,Lentils
3126,6.6,86,31,Lentils
3127,5.5,94,31,Lentils
3128,6.7,80,33,Lentils
3129,6.2,86,31,Lentils
3130,6.5,79,34,Lentils
3131,6.1,80,32,Lentils
3132,6.7,94,32,Lentils
3133,6.9,93,35,Lentils
3134,6.1,81,32,Lentils
3135,6.4,90,34,Lentils
3136,6.4,89,35,Lentils
3137,6.1,85,35,Lentils
3138,6.3,86,34,Lentils
3139,6.5,80,32,Lentils
3140,6.3,80,33,Lentils
3141,6.4,94,33,Lentils
3142,5.8,77,31,Lentils
3143,7,91,32,Lentils
3144,5.9,90,32,Lentils
3145,6.1,92,33,Lentils
3146,6.5,77,32,Lentils
3147,6.5,79,30,Lentils
3148,5.7,80,32,Lentils
3149,5.7,89,32,Lentils
3150,5.5,89,32,Lentils
3151,5.6,92,31,Lentils
3152,6.8,92,35,Lentils
3153,5.9,83,34,Lentils
3154,6.1,84,33,Lentils
3155,6.4,90,31,Lentils
3156,5.8,85,33,Lentils
3157,6,87,31,Lentils
3158,6,82,34,Lentils
3159,6.8,90,31,Lentils
3160,6.2,93,33,Lentils
3161,7,92,33,Lentils
3162,6.5,83,32,Lentils
3163,5.5,89,31,Lentils
3164,6.9,80,32,Lentils
3165,6.9,88,31,Lentils
3166,5.7,92,32,Lentils
3167,6.8,90,32,Lentils
3168,6.4,87,34,Lentils
3169,5.5,86,31,Lentils
3170,5.9,85,31,Lentils
3171,5.6,78,33,Lentils
3172,5.6,90,32,Lentils
3173,6.5,91,30,Lentils
3174,6.6,82,32,Lentils
3175,5.6,82,31,Lentils
3176,6.4,84,31,Lentils
3177,5.6,89,30,Lentils
3178,5.6,90,32,Lentils
3179,6.5,90,30,Lentils
3180,6.6,91,32,Lentils
3181,5.5,91,33,Lentils
3182,6.5,90,31,Lentils
3183,5.8,91,34,Lentils
3184,7,79,30,Lentils
3185,5.9,92,31,Lentils
3186,5.6,83,32,Lentils
3187,6,90,34,Lentils
3188,6.1,78,32,Lentils
3189,5.6,81,32,Lentils
3190,6.2,82,32,Lentils
3191,6.7,95,30,Lentils
3192,6.6,88,31,Lentils
3193,6,78,31,Lentils
3194,5.9,81,31,Lentils
3195,5.9,88,30,Lentils
3196,6,82,31,Lentils
3197,6.9,84,33,Lentils
3198,6.8,93,34,Lentils
3199,6.5,87,32,Lentils
3200,6.9,79,32,Lentils
3201,5.6,86,34,Lentils
3202,5.8,81,31,Lentils
3203,6.4,90,34,Lentils
3204,5.7,87,34,Lentils
3205,5.8,88,31,Lentils
3206,5.7,80,33,Lentils
3207,7,90,33,Lentils
3208,5.9,84,32,Lentils
3209,5.8,85,31,Lentils
3210,6.2,81,33,Lentils
3211,5.6,78,32,Lentils
3212,6.5,91,32,Lentils
3213,5.8,85,35,Lentils
3214,6.3,94,33,Lentils
3215,6.7,89,33,Lentils
3216,7,80,31,Lentils
3217,5.9,91,32,Lentils
3218,6.9,94,31,Lentils
3219,6,85,33,Lentils
3220,5.8,93,32,Lentils
3221,5.9,84,32,Lentils
3222,6.6,77,32,Lentils
3223,6.9,85,33,Lentils
3224,5.7,81,34,Lentils
3225,5.7,82,32,Lentils
3226,6.8,83,32,Lentils
3227,6,94,35,Lentils
3228,6.9,79,32,Lentils
3229,6.9,79,33,Lentils
3230,6.1,85,30,Lentils
3231,6.3,84,31,Lentils
3232,6.8,85,34,Lentils
3233,6.4,88,35,Lentils
3234,5.6,82,30,Lentils
3235,6.7,90,34,Lentils
3236,6.9,84,32,Lentils
3237,6.4,86,35,Lentils
3238,5.8,90,35,Lentils
3239,5.5,87,30,Lentils
3240,6.1,78,32,Lentils
3241,6.6,78,34,Lentils
3242,5.6,87,33,Lentils
3243,6.5,85,34,Lentils
3244,6.8,86,30,Lentils
3245,6.3,83,33,Lentils
3246,6.4,82,35,Lentils
3247,6.9,79,30,Lentils
3248,6.3,81,30,Lentils
3249,6.2,93,35,Lentils
3250,5.9,82,32,Lentils
3251,6.7,78,32,Lentils
3252,6,85,30,Lentils
3253,6.9,83,31,Lentils
3254,6.9,82,33,Lentils
3255,6,93,32,Lentils
3256,6.5,90,34,Lentils
3257,5.6,92,33,Lentils
3258,5.7,81,31,Lentils
3259,5.6,94,32,Lentils
3260,6.6,80,30,Lentils
3261,6.3,81,31,Lentils
3262,6.6,84,33,Lentils
3263,6.5,88,32,Lentils
3264,6.6,81,30,Lentils
3265,6.9,81,32,Lentils
3266,6.9,86,32,Lentils
3267,6.2,84,35,Lentils
3268,5.9,90,34,Lentils
3269,6.7,81,32,Lentils
3270,6.6,89,34,Lentils
3271,6.9,89,30,Lentils
3272,5.8,86,33,Lentils
3273,5.9,82,31,Lentils
3274,5.5,80,34,Lentils
3275,6.7,83,31,Lentils
3276,6,94,31,Lentils
3277,6.3,81,33,Lentils
3278,6.3,79,33,Lentils
3279,6.8,94,34,Lentils
3280,5.9,81,35,Lentils
3281,6.2,83,34,Lentils
3282,6.4,88,35,Lentils
3283,6.1,87,33,Lentils
3284,6.6,92,31,Lentils
3285,5.8,87,33,Lentils
3286,6.4,95,34,Lentils
3287,6.7,82,35,Lentils
3288,6.8,94,32,Lentils
3289,5.8,87,32,Lentils
3290,5.8,94,31,Lentils
3291,5.7,82,35,Lentils
3292,5.6,91,34,Lentils
3293,6.5,91,33,Lentils
3294,6.8,84,34,Lentils
3295,5.7,83,31,Lentils
3296,5.9,93,34,Lentils
3297,5.6,79,32,Lentils
3298,6.3,77,34,Lentils
3299,6.5,92,31,Lentils
3300,6,92,35,Lentils
3301,6,89,33,Lentils
3302,6,85,30,Lentils
3303,5.9,91,31,Lentils
3304,6.4,82,34,Lentils
3305,5.6,88,31,Lentils
3306,6.4,83,32,Lentils
3307,6.3,91,35,Lentils
3308,5.5,80,31,Lentils
3309,6.8,86,33,Lentils
3310,6.3,81,34,Lentils
3311,6.7,90,31,Lentils
3312,5.9,91,31,Lentils
3313,6.3,90,31,Lentils
3314,6,91,31,Lentils
3315,6.1,90,31,Lentils
3316,5.6,91,33,Lentils
3317,6.7,79,35,Lentils
3318,6.1,91,33,Lentils
3319,6.9,87,35,Lentils
3320,6.9,79,35,Lentils
3321,7,82,32,Lentils
3322,6.9,83,34,Lentils
3323,6.7,92,30,Lentils
3324,6.6,80,30,Lentils
3325,6.1,85,33,Lentils
3326,6.6,86,31,Lentils
3327,5.6,77,33,Lentils
3328,5.6,94,34,Lentils
3329,6,93,35,Lentils
3330,6.8,95,30,Lentils
3331,6.8,93,33,Lentils
3332,6.5,80,30,Lentils
3333,6.6,80,31,Lentils
3334,6.9,88,32,Lentils
3335,6.3,78,35,Lentils
3336,5.9,89,33,Lentils
3337,6.9,83,34,Lentils
3338,6.3,83,31,Lentils
3339,5.6,81,30,Lentils
3340,6.1,94,31,Lentils
3341,6.1,77,32,Lentils
3342,5.9,91,30,Lentils
3343,5.6,93,33,Lentils
3344,6.6,86,32,Lentils
3345,6.1,80,31,Lentils
3346,6.9,80,34,Lentils
3347,6.1,86,34,Lentils
3348,6.3,80,33,Lentils
3349,5.7,92,30,Lentils
3350,5.7,89,31,Lentils
3351,6.7,84,34,Lentils
3352,6.7,91,34,Lentils
3353,6.2,91,30,Lentils
3354,5.9,87,33,Lentils
3355,6.8,78,32,Lentils
3356,6.3,77,32,Lentils
3357,5.9,82,32,Lentils
3358,5.6,83,32,Lentils
3359,5.6,83,31,Lentils
3360,5.6,84,33,Lentils
3361,5.7,83,34,Lentils
3362,6.6,78,32,Lentils
3363,6.6,82,31,Lentils
3364,6,78,34,Lentils
3365,6.1,85,34,Lentils
3366,7,92,34,Lentils
3367,6.9,86,34,Lentils
3368,6.1,93,31,Lentils
3369,6.3,90,31,Lentils
3370,6.3,79,33,Lentils
3371,6.8,86,32,Lentils
3372,5.7,84,32,Lentils
3373,5.8,82,32,Lentils
3374,6.8,90,35,Lentils
3375,6.6,85,30,Lentils
3376,6.8,77,31,Lentils
3377,6.6,80,31,Lentils
3378,5.6,81,32,Lentils
3379,5.6,90,33,Lentils
3380,6.4,77,35,Lentils
3381,6.5,90,31,Lentils
3382,7,83,33,Lentils
3383,6,91,31,Lentils
3384,6.9,89,31,Lentils
3385,6,89,30,Lentils
3386,7,94,33,Lentils
3387,5.8,92,34,Lentils
3388,6.7,82,33,Lentils
3389,6.9,82,34,Lentils
3390,6.3,78,31,Lentils
3391,6.9,93,34,Lentils
3392,5.6,89,32,Lentils
3393,6,85,31,Lentils
3394,6.3,77,32,Lentils
3395,5.6,94,34,Lentils
3396,6,81,33,Lentils
3397,5.7,80,34,Lentils
3398,6.8,89,33,Lentils
3399,5.7,89,30,Lentils
3400,6.9,93,33,Lentils
3401,6.5,81,32,Lentils
3402,6.2,90,31,Lentils
3403,6.4,82,31,Lentils
3404,6.6,91,33,Lentils
3405,6.6,78,33,Lentils
3406,7,91,34,Lentils
3407,5.9,89,31,Lentils
3408,6.1,83,34,Lentils
3409,5.6,81,35,Lentils
3410,6.4,79,32,Lentils
3411,6.9,78,35,Lentils
3412,5.8,85,32,Lentils
3413,6.1,85,34,Lentils
3414,5.6,85,34,Lentils
3415,5.6,81,31,Lentils
3416,6.6,94,33,Lentils
3417,6.3,84,34,Lentils
3418,6.6,85,32,Lentils
3419,5.9,90,32,Lentils
3420,6.6,91,32,Lentils
3421,6.5,90,35,Lentils
3422,6.2,81,31,Lentils
3423,6.7,87,33,Lentils
3424,5.8,80,33,Lentils
3425,6.9,81,32,Lentils
3426,6.4,84,31,Lentils
3427,6.7,78,34,Lentils
3428,6.5,82,32,Lentils
3429,5.8,83,32,Lentils
3430,5.9,84,32,Lentils
3431,5.7,79,33,Lentils
3432,6.9,77,33,Lentils
3433,6.4,83,34,Lentils
3434,5.5,85,33,Lentils
3435,6,77,33,Lentils
3436,6.2,88,32,Lentils
3437,5.9,88,35,Lentils
3438,7,91,31,Lentils
3439,6.7,79,32,Lentils
3440,6.8,78,31,Lentils
3441,6,93,32,Lentils
3442,7,93,31,Lentils
3443,5.5,84,34,Lentils
3444,6.2,79,35,Lentils
3445,6.1,95,31,Lentils
3446,6.2,88,30,Lentils
3447,6.2,85,30,Lentils
3448,6,94,34,Lentils
3449,6.2,85,30,Lentils
3450,6.9,84,32,Lentils
3451,6.3,90,31,Lentils
3452,5.5,82,34,Lentils
3453,5.7,79,34,Lentils
3454,5.5,80,30,Lentils
3455,6.3,90,33,Lentils
3456,5.9,88,30,Lentils
3457,6.3,92,31,Lentils
3458,6.6,83,30,Lentils
3459,6.6,93,32,Lentils
3460,6.7,87,30,Lentils
3461,6.8,86,31,Lentils
3462,6.4,81,32,Lentils
3463,6,78,34,Lentils
3464,6.4,87,35,Lentils
3465,6,80,30,Lentils
3466,6.1,87,34,Lentils
3467,6,83,33,Lentils
3468,6.2,91,30,Lentils
3469,6.8,83,33,Lentils
3470,5.9,94,31,Lentils
3471,5.5,94,31,Lentils
3472,6.2,90,30,Lentils
3473,5.7,82,33,Lentils
3474,5.8,84,33,Lentils
3475,6.7,88,33,Lentils
3476,6.2,89,33,Lentils
3477,7,82,34,Lentils
3478,6.4,83,30,Lentils
3479,6,92,33,Lentils
3480,5.7,94,32,Lentils
3481,5.6,85,33,Lentils
3482,6.3,95,31,Lentils
3483,5.9,89,34,Lentils
3484,6.7,95,32,Lentils
3485,5.9,92,33,Lentils
3486,6.4,93,34,Lentils
3487,6.1,90,31,Lentils
3488,5.7,81,31,Lentils
3489,6.7,77,33,Lentils
3490,6.5,81,34,Lentils
3491,5.9,86,33,Lentils
3492,6.3,82,31,Lentils
3493,6.1,80,32,Lentils
3494,6.1,85,35,Lentils
3495,6.6,77,34,Lentils
3496,5.8,81,31,Lentils
3497,6.7,80,32,Lentils
3498,5.6,87,31,Lentils
3499,6.2,78,32,Lentils
3500,6.8,87,30,Lentils
3501,6.7,82,19,Mushroom
3502,7.4,90,19,Mushroom
3503,7.2,88,18,Mushroom
3504,7.1,86,19,Mushroom
3505,7.3,82,19,Mushroom
3506,7.4,83,19,Mushroom
3507,6.7,90,20,Mushroom
3508,6.9,90,20,Mushroom
3509,7.2,82,18,Mushroom
3510,6.6,85,18,Mushroom
3511,7.5,88,19,Mushroom
3512,6.8,81,18,Mushroom
3513,6.7,82,19,Mushroom
3514,6.5,81,17,Mushroom
3515,7,90,20,Mushroom
3516,6.7,82,18,Mushroom
3517,7.1,80,18,Mushroom
3518,6.6,82,17,Mushroom
3519,7.1,90,20,Mushroom
3520,7.1,87,18,Mushroom
3521,6.5,86,17,Mushroom
3522,6.7,81,17,Mushroom
3523,6.7,88,19,Mushroom
3524,6.6,82,18,Mushroom
3525,7.2,89,18,Mushroom
3526,6.6,81,20,Mushroom
3527,6.7,89,18,Mushroom
3528,6.9,81,19,Mushroom
3529,6.6,82,19,Mushroom
3530,6.8,88,18,Mushroom
3531,6.6,86,18,Mushroom
3532,6.8,82,18,Mushroom
3533,6.7,82,17,Mushroom
3534,7.2,85,18,Mushroom
3535,6.6,86,17,Mushroom
3536,6.7,84,18,Mushroom
3537,7.4,88,17,Mushroom
3538,6.5,85,20,Mushroom
3539,7.1,81,19,Mushroom
3540,7.4,81,20,Mushroom
3541,7,83,20,Mushroom
3542,7.2,86,20,Mushroom
3543,6.9,83,17,Mushroom
3544,7.3,85,19,Mushroom
3545,7.2,90,17,Mushroom
3546,6.6,84,19,Mushroom
3547,7.1,84,17,Mushroom
3548,7.5,81,19,Mushroom
3549,6.8,86,18,Mushroom
3550,6.8,82,18,Mushroom
3551,7.3,85,20,Mushroom
3552,6.5,88,19,Mushroom
3553,7.2,88,19,Mushroom
3554,7.3,84,17,Mushroom
3555,7.2,81,19,Mushroom
3556,7.2,89,18,Mushroom
3557,6.6,82,18,Mushroom
3558,7.1,83,19,Mushroom
3559,6.7,80,18,Mushroom
3560,6.8,87,20,Mushroom
3561,6.6,85,18,Mushroom
3562,6.9,84,19,Mushroom
3563,7.2,89,17,Mushroom
3564,7.3,82,18,Mushroom
3565,7.5,85,17,Mushroom
3566,7.3,88,19,Mushroom
3567,7.5,87,19,Mushroom
3568,7.3,81,19,Mushroom
3569,6.6,84,17,Mushroom
3570,6.8,82,17,Mushroom
3571,7.4,82,18,Mushroom
3572,7.2,81,17,Mushroom
3573,7.2,84,20,Mushroom
3574,7,82,19,Mushroom
3575,6.6,81,18,Mushroom
3576,6.7,83,20,Mushroom
3577,6.7,81,19,Mushroom
3578,7.2,87,19,Mushroom
3579,6.9,88,19,Mushroom
3580,6.7,87,18,Mushroom
3581,7.3,86,18,Mushroom
3582,7.2,84,18,Mushroom
3583,6.9,90,18,Mushroom
3584,6.9,81,19,Mushroom
3585,6.7,82,17,Mushroom
3586,7.2,80,18,Mushroom
3587,7,88,17,Mushroom
3588,6.7,84,20,Mushroom
3589,6.6,90,18,Mushroom
3590,7.5,82,17,Mushroom
3591,7.4,85,19,Mushroom
3592,6.6,83,17,Mushroom
3593,7.2,84,18,Mushroom
3594,6.6,87,17,Mushroom
3595,6.6,81,18,Mushroom
3596,6.9,84,20,Mushroom
3597,6.8,81,17,Mushroom
3598,6.8,81,20,Mushroom
3599,6.8,84,19,Mushroom
3600,7.3,84,18,Mushroom
3601,6.9,84,17,Mushroom
3602,6.7,86,18,Mushroom
3603,7.3,86,19,Mushroom
3604,7.4,83,18,Mushroom
3605,7.4,83,18,Mushroom
3606,7.4,86,19,Mushroom
3607,7.3,83,19,Mushroom
3608,6.7,81,19,Mushroom
3609,6.9,86,18,Mushroom
3610,7.4,89,18,Mushroom
3611,6.9,90,18,Mushroom
3612,7.4,86,19,Mushroom
3613,7,87,18,Mushroom
3614,6.6,83,20,Mushroom
3615,7.1,84,19,Mushroom
3616,6.7,81,19,Mushroom
3617,7.3,90,19,Mushroom
3618,7.2,83,19,Mushroom
