SoilPh,RelativeHumidity,SoilTemperature,Insect1,Insect2
6.9,46,37,Citrus Fruitfly,Citrus Butterfly
7.3,49,35,Citrus Fruitfly,Citrus Butterfly
7.3,48,28,Citrus Fruitfly,Citrus Butterfly
6.9,46,27,Citrus Fruitfly,Citrus Butterfly
7.5,49,29,Citrus Fruitfly,Citrus Butterfly
6.9,47,34,Citrus Fruitfly,Citrus Butterfly
7.2,47,33,Citrus Fruitfly,Citrus Butterfly
7.2,49,28,Citrus Fruitfly,Citrus Butterfly
7.4,47,30,Citrus Fruitfly,Citrus Butterfly
7.3,45,30,Citrus Fruitfly,Citrus Butterfly
7.1,49,31,Citrus Fruitfly,Citrus Butterfly
7,50,27,Citrus Fruitfly,Citrus Butterfly
7.4,50,29,Citrus Fruitfly,Citrus Butterfly
7.2,47,28,Citrus Fruitfly,Citrus Butterfly
7,46,33,Citrus Fruitfly,Citrus Butterfly
7.1,50,31,Citrus Fruitfly,Citrus Butterfly
7,45,33,Citrus Fruitfly,Citrus Butterfly
7.4,48,29,Citrus Fruitfly,Citrus Butterfly
7.4,49,35,Citrus Fruitfly,Citrus Butterfly
6.9,49,31,Citrus Fruitfly,Citrus Butterfly
6.9,49,37,Citrus Fruitfly,Citrus Butterfly
6.9,49,30,Citrus Fruitfly,Citrus Butterfly
7.5,48,37,Citrus Fruitfly,Citrus Butterfly
7.3,46,32,Citrus Fruitfly,Citrus Butterfly
7.4,49,29,Citrus Fruitfly,Citrus Butterfly
7.4,46,36,Citrus Fruitfly,Citrus Butterfly
6.9,49,28,Citrus Fruitfly,Citrus Butterfly
6.9,49,28,Citrus Fruitfly,Citrus Butterfly
7.2,48,27,Citrus Fruitfly,Citrus Butterfly
7.4,48,28,Citrus Fruitfly,Citrus Butterfly
6.8,47,29,Citrus Fruitfly,Citrus Butterfly
7,46,29,Citrus Fruitfly,Citrus Butterfly
7,50,31,Citrus Fruitfly,Citrus Butterfly
6.9,46,33,Citrus Fruitfly,Citrus Butterfly
7.1,50,29,Citrus Fruitfly,Citrus Butterfly
7.4,46,37,Citrus Fruitfly,Citrus Butterfly
7,49,34,Citrus Fruitfly,Citrus Butterfly
7.5,49,28,Citrus Fruitfly,Citrus Butterfly
6.8,47,31,Citrus Fruitfly,Citrus Butterfly
6.9,47,34,Citrus Fruitfly,Citrus Butterfly
7.1,47,27,Citrus Fruitfly,Citrus Butterfly
7,49,27,Citrus Fruitfly,Citrus Butterfly
7,48,32,Citrus Fruitfly,Citrus Butterfly
7.4,47,32,Citrus Fruitfly,Citrus Butterfly
6.9,46,37,Citrus Fruitfly,Citrus Butterfly
7.4,49,29,Citrus Fruitfly,Citrus Butterfly
7.2,50,29,Citrus Fruitfly,Citrus Butterfly
7.1,48,33,Citrus Fruitfly,Citrus Butterfly
7.4,49,30,Citrus Fruitfly,Citrus Butterfly
6.9,48,29,Citrus Fruitfly,Citrus Butterfly
7.2,45,30,Citrus Fruitfly,Citrus Butterfly
7,46,38,Citrus Fruitfly,Citrus Butterfly
7.5,46,29,Citrus Fruitfly,Citrus Butterfly
7.1,48,30,Citrus Fruitfly,Citrus Butterfly
7.1,48,37,Citrus Fruitfly,Citrus Butterfly
7.1,49,27,Citrus Fruitfly,Citrus Butterfly
7.1,47,28,Citrus Fruitfly,Citrus Butterfly
7,48,27,Citrus Fruitfly,Citrus Butterfly
6.9,46,29,Citrus Fruitfly,Citrus Butterfly
7.3,49,28,Citrus Fruitfly,Citrus Butterfly
6.8,46,34,Citrus Fruitfly,Citrus Butterfly
7,45,26,Citrus Fruitfly,Citrus Butterfly
6.8,46,28,Citrus Fruitfly,Citrus Butterfly
7,45,28,Citrus Fruitfly,Citrus Butterfly
7.4,46,29,Citrus Fruitfly,Citrus Butterfly
7.1,49,29,Citrus Fruitfly,Citrus Butterfly
7.2,46,33,Citrus Fruitfly,Citrus Butterfly
7,48,32,Citrus Fruitfly,Citrus Butterfly
7.5,46,35,Citrus Fruitfly,Citrus Butterfly
6.8,50,26,Citrus Fruitfly,Citrus Butterfly
7.5,48,38,Citrus Fruitfly,Citrus Butterfly
6.9,47,36,Citrus Fruitfly,Citrus Butterfly
7.4,48,35,Citrus Fruitfly,Citrus Butterfly
7.4,46,38,Citrus Fruitfly,Citrus Butterfly
7.3,46,34,Citrus Fruitfly,Citrus Butterfly
7.5,49,30,Citrus Fruitfly,Citrus Butterfly
7,48,36,Citrus Fruitfly,Citrus Butterfly
7,45,31,Citrus Fruitfly,Citrus Butterfly
7.5,47,27,Citrus Fruitfly,Citrus Butterfly
6.9,48,29,Citrus Fruitfly,Citrus Butterfly
6.9,47,33,Citrus Fruitfly,Citrus Butterfly
7.3,48,27,Citrus Fruitfly,Citrus Butterfly
7.4,49,27,Citrus Fruitfly,Citrus Butterfly
7.1,47,28,Citrus Fruitfly,Citrus Butterfly
7.4,48,37,Citrus Fruitfly,Citrus Butterfly
7.4,46,31,Citrus Fruitfly,Citrus Butterfly
7.1,47,30,Citrus Fruitfly,Citrus Butterfly
7.3,47,37,Citrus Fruitfly,Citrus Butterfly
6.9,50,35,Citrus Fruitfly,Citrus Butterfly
6.9,48,33,Citrus Fruitfly,Citrus Butterfly
6.9,48,34,Citrus Fruitfly,Citrus Butterfly
6.9,45,36,Citrus Fruitfly,Citrus Butterfly
7,50,33,Citrus Fruitfly,Citrus Butterfly
6.9,45,37,Citrus Fruitfly,Citrus Butterfly
7.3,49,35,Citrus Fruitfly,Citrus Butterfly
6.8,50,32,Citrus Fruitfly,Citrus Butterfly
7.4,46,33,Citrus Fruitfly,Citrus Butterfly
7.5,47,37,Citrus Fruitfly,Citrus Butterfly
7.3,45,26,Citrus Fruitfly,Citrus Butterfly
6.9,49,35,Citrus Fruitfly,Citrus Butterfly
6.9,84,2,Leafhopper,Mites
6.9,76,6,Leafhopper,Mites
6.6,78,6,Leafhopper,Mites
6.7,75,5,Leafhopper,Mites
6.9,80,5,Leafhopper,Mites
6.1,82,1,Leafhopper,Mites
6.6,79,2,Leafhopper,Mites
6.8,74,6,Leafhopper,Mites
6.7,69,1,Leafhopper,Mites
6.4,77,5,Leafhopper,Mites
6.3,68,5,Leafhopper,Mites
6.7,86,1,Leafhopper,Mites
6.9,85,5,Leafhopper,Mites
6.7,88,6,Leafhopper,Mites
6.6,69,5,Leafhopper,Mites
6.7,73,5,Leafhopper,Mites
6.3,83,7,Leafhopper,Mites
6.7,82,3,Leafhopper,Mites
6.7,84,4,Leafhopper,Mites
6,77,0,Leafhopper,Mites
6.2,70,6,Leafhopper,Mites
6.8,75,3,Leafhopper,Mites
6,77,1,Leafhopper,Mites
6.9,73,4,Leafhopper,Mites
6.4,77,5,Leafhopper,Mites
6.1,73,6,Leafhopper,Mites
6.6,78,6,Leafhopper,Mites
7,85,5,Leafhopper,Mites
6.8,68,5,Leafhopper,Mites
6.5,68,1,Leafhopper,Mites
6.8,69,6,Leafhopper,Mites
6.7,77,2,Leafhopper,Mites
6.1,70,6,Leafhopper,Mites
6.9,78,3,Leafhopper,Mites
6.7,72,1,Leafhopper,Mites
6.7,87,3,Leafhopper,Mites
6.8,77,1,Leafhopper,Mites
6.1,70,1,Leafhopper,Mites
6.5,80,1,Leafhopper,Mites
6.1,87,6,Leafhopper,Mites
6.7,84,7,Leafhopper,Mites
6.4,79,1,Leafhopper,Mites
6.7,86,0,Leafhopper,Mites
6.9,83,2,Leafhopper,Mites
6.8,67,6,Leafhopper,Mites
6.8,80,7,Leafhopper,Mites
7,81,5,Leafhopper,Mites
6.7,86,2,Leafhopper,Mites
6.7,68,7,Leafhopper,Mites
6.7,68,6,Leafhopper,Mites
6.5,71,1,Leafhopper,Mites
6.4,69,1,Leafhopper,Mites
6.8,87,0,Leafhopper,Mites
6.3,79,4,Leafhopper,Mites
6.1,71,5,Leafhopper,Mites
6.5,77,4,Leafhopper,Mites
6.8,87,5,Leafhopper,Mites
6.8,82,3,Leafhopper,Mites
6.7,73,4,Leafhopper,Mites
6.1,72,4,Leafhopper,Mites
6.4,88,4,Leafhopper,Mites
6.4,78,2,Leafhopper,Mites
6.1,88,1,Leafhopper,Mites
6.8,69,0,Leafhopper,Mites
6.3,82,6,Leafhopper,Mites
6.4,86,1,Leafhopper,Mites
6.2,83,6,Leafhopper,Mites
6.2,78,4,Leafhopper,Mites
6.9,68,4,Leafhopper,Mites
6.3,79,1,Leafhopper,Mites
6.8,78,4,Leafhopper,Mites
6.2,82,4,Leafhopper,Mites
6.3,83,7,Leafhopper,Mites
6.1,80,4,Leafhopper,Mites
6.7,72,5,Leafhopper,Mites
6,88,6,Leafhopper,Mites
6.8,73,3,Leafhopper,Mites
6.7,84,2,Leafhopper,Mites
6.4,83,4,Leafhopper,Mites
6.4,73,3,Leafhopper,Mites
6.3,70,0,Leafhopper,Mites
6.9,75,6,Leafhopper,Mites
6.7,84,2,Leafhopper,Mites
6.6,68,0,Leafhopper,Mites
6.6,86,5,Leafhopper,Mites
6.3,71,0,Leafhopper,Mites
6.7,74,7,Leafhopper,Mites
6.1,81,4,Leafhopper,Mites
6.1,71,7,Leafhopper,Mites
6.6,69,4,Leafhopper,Mites
6.4,79,2,Leafhopper,Mites
6.7,69,6,Leafhopper,Mites
6.4,79,4,Leafhopper,Mites
6,77,3,Leafhopper,Mites
6.6,86,4,Leafhopper,Mites
6.4,74,2,Leafhopper,Mites
6.3,87,2,Leafhopper,Mites
6.8,73,4,Leafhopper,Mites
7,82,4,Leafhopper,Mites
6.5,79,5,Leafhopper,Mites
7.2,95,4,Aphids,Cutworm
6.2,91,0,Aphids,Cutworm
7.1,93,6,Aphids,Cutworm
7.5,93,6,Aphids,Cutworm
7.1,90,0,Aphids,Cutworm
6.7,92,5,Aphids,Cutworm
6.9,91,1,Aphids,Cutworm
6.9,92,2,Aphids,Cutworm
6.9,93,3,Aphids,Cutworm
7.2,92,1,Aphids,Cutworm
7.5,94,0,Aphids,Cutworm
7.3,94,7,Aphids,Cutworm
7.1,93,7,Aphids,Cutworm
6.8,90,2,Aphids,Cutworm
6.8,92,3,Aphids,Cutworm
7,93,2,Aphids,Cutworm
6.2,90,0,Aphids,Cutworm
6.3,91,7,Aphids,Cutworm
7.2,94,4,Aphids,Cutworm
6,94,6,Aphids,Cutworm
6.3,93,5,Aphids,Cutworm
6.2,93,5,Aphids,Cutworm
6.6,92,0,Aphids,Cutworm
6.3,95,6,Aphids,Cutworm
6.2,94,7,Aphids,Cutworm
7.2,93,4,Aphids,Cutworm
6.6,95,7,Aphids,Cutworm
7.1,92,7,Aphids,Cutworm
6.1,93,6,Aphids,Cutworm
7.2,94,3,Aphids,Cutworm
7,93,3,Aphids,Cutworm
7.4,91,3,Aphids,Cutworm
7.4,92,5,Aphids,Cutworm
7.4,91,3,Aphids,Cutworm
7,94,2,Aphids,Cutworm
6.9,91,1,Aphids,Cutworm
6.3,91,4,Aphids,Cutworm
6,92,6,Aphids,Cutworm
6.6,93,6,Aphids,Cutworm
6.9,93,5,Aphids,Cutworm
7,94,0,Aphids,Cutworm
6.7,90,4,Aphids,Cutworm
6.2,92,2,Aphids,Cutworm
6.2,92,1,Aphids,Cutworm
6.7,91,6,Aphids,Cutworm
6.3,93,3,Aphids,Cutworm
6.2,92,4,Aphids,Cutworm
6.3,94,5,Aphids,Cutworm
7,94,2,Aphids,Cutworm
7.4,91,1,Aphids,Cutworm
6.8,91,5,Aphids,Cutworm
6.4,95,2,Aphids,Cutworm
6.4,90,6,Aphids,Cutworm
6.4,93,5,Aphids,Cutworm
6.9,92,1,Aphids,Cutworm
6.4,92,7,Aphids,Cutworm
6.2,95,4,Aphids,Cutworm
6.8,93,3,Aphids,Cutworm
6.4,95,3,Aphids,Cutworm
6,93,1,Aphids,Cutworm
6.3,93,1,Aphids,Cutworm
6.9,91,4,Aphids,Cutworm
6.8,92,0,Aphids,Cutworm
6.6,94,2,Aphids,Cutworm
6.4,91,2,Aphids,Cutworm
7.2,93,7,Aphids,Cutworm
6.9,93,0,Aphids,Cutworm
6.3,93,1,Aphids,Cutworm
6.1,93,1,Aphids,Cutworm
6.6,90,6,Aphids,Cutworm
7.4,90,5,Aphids,Cutworm
6,91,2,Aphids,Cutworm
7.4,90,1,Aphids,Cutworm
7.1,90,0,Aphids,Cutworm
6.5,93,3,Aphids,Cutworm
6,91,7,Aphids,Cutworm
7.3,92,3,Aphids,Cutworm
6.2,94,2,Aphids,Cutworm
7,91,3,Aphids,Cutworm
6.1,92,3,Aphids,Cutworm
6.8,91,2,Aphids,Cutworm
6.4,91,6,Aphids,Cutworm
7.1,93,5,Aphids,Cutworm
6.6,91,6,Aphids,Cutworm
6,93,6,Aphids,Cutworm
7.2,92,6,Aphids,Cutworm
6.9,92,1,Aphids,Cutworm
7.1,91,3,Aphids,Cutworm
6.9,92,3,Aphids,Cutworm
7.3,90,7,Aphids,Cutworm
7.1,91,6,Aphids,Cutworm
7.3,92,0,Aphids,Cutworm
6.9,91,2,Aphids,Cutworm
7.4,93,3,Aphids,Cutworm
7.1,93,1,Aphids,Cutworm
6.2,94,0,Aphids,Cutworm
6.6,92,5,Aphids,Cutworm
7.1,93,5,Aphids,Cutworm
6.9,94,6,Aphids,Cutworm
7.4,93,6,Aphids,Cutworm
5.3,66,24,Slugs and Snails,Citrus Fruitfly
6.1,66,24,Slugs and Snails,Citrus Fruitfly
6.8,71,23,Slugs and Snails,Citrus Fruitfly
6.9,61,24,Slugs and Snails,Citrus Fruitfly
6.5,71,15,Slugs and Snails,Citrus Fruitfly
6.3,73,23,Slugs and Snails,Citrus Fruitfly
6.3,66,19,Slugs and Snails,Citrus Fruitfly
6.7,74,24,Slugs and Snails,Citrus Fruitfly
5.5,66,17,Slugs and Snails,Citrus Fruitfly
7.2,66,27,Slugs and Snails,Citrus Fruitfly
5.5,60,18,Slugs and Snails,Citrus Fruitfly
6.7,71,19,Slugs and Snails,Citrus Fruitfly
6.2,63,24,Slugs and Snails,Citrus Fruitfly
5.4,62,18,Slugs and Snails,Citrus Fruitfly
7.3,73,20,Slugs and Snails,Citrus Fruitfly
6.5,63,23,Slugs and Snails,Citrus Fruitfly
6.7,66,23,Slugs and Snails,Citrus Fruitfly
5.8,65,19,Slugs and Snails,Citrus Fruitfly
6.9,69,22,Slugs and Snails,Citrus Fruitfly
6.9,74,26,Slugs and Snails,Citrus Fruitfly
7.2,68,17,Slugs and Snails,Citrus Fruitfly
6.9,73,22,Slugs and Snails,Citrus Fruitfly
6.5,72,21,Slugs and Snails,Citrus Fruitfly
6.4,62,18,Slugs and Snails,Citrus Fruitfly
5.8,60,19,Slugs and Snails,Citrus Fruitfly
6.8,74,20,Slugs and Snails,Citrus Fruitfly
5.4,61,16,Slugs and Snails,Citrus Fruitfly
6.4,68,20,Slugs and Snails,Citrus Fruitfly
6.6,70,15,Slugs and Snails,Citrus Fruitfly
5.6,61,22,Slugs and Snails,Citrus Fruitfly
7.1,61,26,Slugs and Snails,Citrus Fruitfly
7,69,24,Slugs and Snails,Citrus Fruitfly
7.5,68,27,Slugs and Snails,Citrus Fruitfly
7.1,72,24,Slugs and Snails,Citrus Fruitfly
7.4,72,25,Slugs and Snails,Citrus Fruitfly
7.4,71,20,Slugs and Snails,Citrus Fruitfly
6.1,67,16,Slugs and Snails,Citrus Fruitfly
7.4,68,24,Slugs and Snails,Citrus Fruitfly
5.9,64,19,Slugs and Snails,Citrus Fruitfly
6.9,60,26,Slugs and Snails,Citrus Fruitfly
6.5,65,26,Slugs and Snails,Citrus Fruitfly
6.2,62,25,Slugs and Snails,Citrus Fruitfly
6.2,68,26,Slugs and Snails,Citrus Fruitfly
6.4,64,15,Slugs and Snails,Citrus Fruitfly
6,73,16,Slugs and Snails,Citrus Fruitfly
6.4,61,25,Slugs and Snails,Citrus Fruitfly
6.5,65,22,Slugs and Snails,Citrus Fruitfly
5.8,70,23,Slugs and Snails,Citrus Fruitfly
6,62,19,Slugs and Snails,Citrus Fruitfly
6,63,24,Slugs and Snails,Citrus Fruitfly
7.3,60,27,Slugs and Snails,Citrus Fruitfly
6.6,70,22,Slugs and Snails,Citrus Fruitfly
6.2,62,22,Slugs and Snails,Citrus Fruitfly
5.1,67,21,Slugs and Snails,Citrus Fruitfly
7,70,23,Slugs and Snails,Citrus Fruitfly
5.9,69,20,Slugs and Snails,Citrus Fruitfly
7.4,64,20,Slugs and Snails,Citrus Fruitfly
5.1,74,25,Slugs and Snails,Citrus Fruitfly
7,61,16,Slugs and Snails,Citrus Fruitfly
6.5,62,21,Slugs and Snails,Citrus Fruitfly
6.2,69,21,Slugs and Snails,Citrus Fruitfly
6.7,63,22,Slugs and Snails,Citrus Fruitfly
5.2,73,23,Slugs and Snails,Citrus Fruitfly
6.3,64,15,Slugs and Snails,Citrus Fruitfly
5.5,68,27,Slugs and Snails,Citrus Fruitfly
7,65,17,Slugs and Snails,Citrus Fruitfly
6.7,64,20,Slugs and Snails,Citrus Fruitfly
5.7,73,23,Slugs and Snails,Citrus Fruitfly
5.8,72,27,Slugs and Snails,Citrus Fruitfly
5.5,67,19,Slugs and Snails,Citrus Fruitfly
5.2,63,25,Slugs and Snails,Citrus Fruitfly
6.6,68,22,Slugs and Snails,Citrus Fruitfly
7.2,66,16,Slugs and Snails,Citrus Fruitfly
6.9,69,26,Slugs and Snails,Citrus Fruitfly
6.9,66,24,Slugs and Snails,Citrus Fruitfly
6.4,67,20,Slugs and Snails,Citrus Fruitfly
6.2,63,16,Slugs and Snails,Citrus Fruitfly
6.4,70,20,Slugs and Snails,Citrus Fruitfly
5.8,72,23,Slugs and Snails,Citrus Fruitfly
7.4,64,27,Slugs and Snails,Citrus Fruitfly
7.1,64,25,Slugs and Snails,Citrus Fruitfly
6.8,71,18,Slugs and Snails,Citrus Fruitfly
5.9,70,21,Slugs and Snails,Citrus Fruitfly
6.4,66,20,Slugs and Snails,Citrus Fruitfly
7.3,66,26,Slugs and Snails,Citrus Fruitfly
6.2,64,16,Slugs and Snails,Citrus Fruitfly
5.9,66,20,Slugs and Snails,Citrus Fruitfly
5.4,71,19,Slugs and Snails,Citrus Fruitfly
7.5,65,26,Slugs and Snails,Citrus Fruitfly
6.2,66,24,Slugs and Snails,Citrus Fruitfly
6,69,17,Slugs and Snails,Citrus Fruitfly
6.1,66,26,Slugs and Snails,Citrus Fruitfly
5.4,66,19,Slugs and Snails,Citrus Fruitfly
7,68,26,Slugs and Snails,Citrus Fruitfly
7.3,61,18,Slugs and Snails,Citrus Fruitfly
6.7,74,25,Slugs and Snails,Citrus Fruitfly
5.1,74,21,Slugs and Snails,Citrus Fruitfly
5.2,62,21,Slugs and Snails,Citrus Fruitfly
5.9,70,16,Slugs and Snails,Citrus Fruitfly
5.3,70,17,Slugs and Snails,Citrus Fruitfly
8,93,31,Aphids,Mites
8.7,93,42,Aphids,Mites
6.5,94,30,Aphids,Mites
6.5,93,54,Aphids,Mites
7.3,91,33,Aphids,Mites
7.2,90,63,Aphids,Mites
8.5,91,27,Aphids,Mites
7.6,94,32,Aphids,Mites
7.9,91,32,Aphids,Mites
6.9,94,60,Aphids,Mites
7.1,91,31,Aphids,Mites
8.1,91,34,Aphids,Mites
8.1,94,41,Aphids,Mites
7,94,26,Aphids,Mites
8.5,91,38,Aphids,Mites
6.4,93,37,Aphids,Mites
7.7,94,52,Aphids,Mites
8,92,34,Aphids,Mites
7.4,94,63,Aphids,Mites
8.5,90,56,Aphids,Mites
8.2,94,58,Aphids,Mites
8.4,91,61,Aphids,Mites
6.9,91,43,Aphids,Mites
7.6,93,58,Aphids,Mites
6.7,91,28,Aphids,Mites
8.1,91,29,Aphids,Mites
8.3,92,51,Aphids,Mites
6.4,95,52,Aphids,Mites
7.7,92,29,Aphids,Mites
8.3,91,29,Aphids,Mites
7.9,91,25,Aphids,Mites
6.8,94,44,Aphids,Mites
7,91,51,Aphids,Mites
7.3,95,30,Aphids,Mites
7.9,93,65,Aphids,Mites
7.3,92,59,Aphids,Mites
7.2,94,61,Aphids,Mites
8.4,92,57,Aphids,Mites
7.4,93,42,Aphids,Mites
7.4,93,43,Aphids,Mites
8.8,92,45,Aphids,Mites
6.6,93,27,Aphids,Mites
8.8,93,43,Aphids,Mites
7.3,93,63,Aphids,Mites
8.7,94,32,Aphids,Mites
8.7,92,42,Aphids,Mites
7.5,94,62,Aphids,Mites
7.1,92,64,Aphids,Mites
6.8,92,56,Aphids,Mites
8.3,94,29,Aphids,Mites
8.6,92,31,Aphids,Mites
6.8,94,39,Aphids,Mites
6.9,90,53,Aphids,Mites
7.1,95,54,Aphids,Mites
6.3,95,33,Aphids,Mites
7.4,94,63,Aphids,Mites
8.1,94,44,Aphids,Mites
6.8,92,64,Aphids,Mites
8.3,92,36,Aphids,Mites
7.3,91,60,Aphids,Mites
7.8,95,59,Aphids,Mites
6.4,94,60,Aphids,Mites
6.9,93,57,Aphids,Mites
8.1,91,33,Aphids,Mites
8,95,25,Aphids,Mites
6.2,94,29,Aphids,Mites
6.7,90,46,Aphids,Mites
7.2,92,43,Aphids,Mites
8.7,94,35,Aphids,Mites
8.7,91,64,Aphids,Mites
8.2,94,34,Aphids,Mites
7.9,90,26,Aphids,Mites
7,94,40,Aphids,Mites
7.7,91,55,Aphids,Mites
7.2,92,47,Aphids,Mites
7.8,93,34,Aphids,Mites
7.8,92,56,Aphids,Mites
6.2,94,41,Aphids,Mites
6.6,91,56,Aphids,Mites
7,92,52,Aphids,Mites
6.3,93,28,Aphids,Mites
8.4,94,53,Aphids,Mites
6.1,91,31,Aphids,Mites
8.5,92,52,Aphids,Mites
8.2,92,53,Aphids,Mites
6.3,90,28,Aphids,Mites
7.3,91,53,Aphids,Mites
8.7,92,59,Aphids,Mites
8.2,93,26,Aphids,Mites
7.6,95,54,Aphids,Mites
7.3,93,49,Aphids,Mites
7,92,32,Aphids,Mites
6.1,91,52,Aphids,Mites
6.6,90,46,Aphids,Mites
7.4,94,36,Aphids,Mites
8.8,93,43,Aphids,Mites
7.4,94,56,Aphids,Mites
7.2,93,64,Aphids,Mites
8.3,90,53,Aphids,Mites
8.5,94,52,Aphids,Mites
5.9,51,29,Red Ant,Stem Borer
5.8,51,28,Red Ant,Stem Borer
6.4,52,31,Red Ant,Stem Borer
6.2,52,29,Red Ant,Stem Borer
5.7,51,29,Red Ant,Stem Borer
5.9,50,28,Red Ant,Stem Borer
6.3,51,28,Red Ant,Stem Borer
5.6,50,29,Red Ant,Stem Borer
6,51,28,Red Ant,Stem Borer
6.3,51,31,Red Ant,Stem Borer
6.2,51,27,Red Ant,Stem Borer
5.8,51,30,Red Ant,Stem Borer
6,52,27,Red Ant,Stem Borer
6.3,51,30,Red Ant,Stem Borer
6.1,52,29,Red Ant,Stem Borer
6.1,51,28,Red Ant,Stem Borer
5.8,51,28,Red Ant,Stem Borer
5.7,51,31,Red Ant,Stem Borer
6.1,50,30,Red Ant,Stem Borer
5.8,51,31,Red Ant,Stem Borer
5.6,51,29,Red Ant,Stem Borer
6.3,51,30,Red Ant,Stem Borer
5.7,50,30,Red Ant,Stem Borer
5.9,51,28,Red Ant,Stem Borer
5.6,50,30,Red Ant,Stem Borer
5.7,51,29,Red Ant,Stem Borer
5.7,51,27,Red Ant,Stem Borer
6,51,28,Red Ant,Stem Borer
5.9,50,27,Red Ant,Stem Borer
5.8,52,29,Red Ant,Stem Borer
6.3,52,30,Red Ant,Stem Borer
5.9,52,29,Red Ant,Stem Borer
5.6,52,28,Red Ant,Stem Borer
6,50,27,Red Ant,Stem Borer
6.2,50,30,Red Ant,Stem Borer
6,51,30,Red Ant,Stem Borer
5.8,50,29,Red Ant,Stem Borer
5.7,51,30,Red Ant,Stem Borer
5.9,50,27,Red Ant,Stem Borer
6,51,30,Red Ant,Stem Borer
6.1,51,29,Red Ant,Stem Borer
5.6,50,28,Red Ant,Stem Borer
5.8,52,30,Red Ant,Stem Borer
6.4,51,29,Red Ant,Stem Borer
5.8,51,28,Red Ant,Stem Borer
5.5,52,29,Red Ant,Stem Borer
6.1,52,31,Red Ant,Stem Borer
5.6,50,31,Red Ant,Stem Borer
5.7,51,28,Red Ant,Stem Borer
5.6,51,30,Red Ant,Stem Borer
6.3,50,31,Red Ant,Stem Borer
6,51,31,Red Ant,Stem Borer
5.8,50,28,Red Ant,Stem Borer
6.2,50,30,Red Ant,Stem Borer
6,52,27,Red Ant,Stem Borer
5.5,52,28,Red Ant,Stem Borer
6.2,52,29,Red Ant,Stem Borer
6.4,52,30,Red Ant,Stem Borer
5.6,50,30,Red Ant,Stem Borer
5.8,52,30,Red Ant,Stem Borer
6.2,52,29,Red Ant,Stem Borer
6.2,52,31,Red Ant,Stem Borer
5.9,51,27,Red Ant,Stem Borer
5.6,51,28,Red Ant,Stem Borer
6.1,50,30,Red Ant,Stem Borer
5.7,52,28,Red Ant,Stem Borer
6.1,51,30,Red Ant,Stem Borer
5.7,50,31,Red Ant,Stem Borer
6.2,50,28,Red Ant,Stem Borer
6,51,28,Red Ant,Stem Borer
6.3,50,28,Red Ant,Stem Borer
5.7,51,27,Red Ant,Stem Borer
5.9,50,31,Red Ant,Stem Borer
6.4,51,27,Red Ant,Stem Borer
6,52,28,Red Ant,Stem Borer
5.7,52,28,Red Ant,Stem Borer
6.2,52,29,Red Ant,Stem Borer
6.4,51,31,Red Ant,Stem Borer
6.1,50,31,Red Ant,Stem Borer
6,51,28,Red Ant,Stem Borer
6.3,52,30,Red Ant,Stem Borer
6.1,52,27,Red Ant,Stem Borer
6.3,50,31,Red Ant,Stem Borer
5.6,51,30,Red Ant,Stem Borer
5.9,52,27,Red Ant,Stem Borer
5.6,51,29,Red Ant,Stem Borer
6,52,30,Red Ant,Stem Borer
5.9,52,28,Red Ant,Stem Borer
5.6,52,28,Red Ant,Stem Borer
5.7,52,28,Red Ant,Stem Borer
5.8,52,27,Red Ant,Stem Borer
5.7,52,31,Red Ant,Stem Borer
5.6,51,29,Red Ant,Stem Borer
5.5,50,30,Red Ant,Stem Borer
6.1,51,29,Red Ant,Stem Borer
6.1,51,30,Red Ant,Stem Borer
6.1,51,31,Red Ant,Stem Borer
5.9,51,28,Red Ant,Stem Borer
5.7,52,29,Red Ant,Stem Borer
6.4,50,28,Red Ant,Stem Borer
6.9,53,32,Mango Hopper,Mango Fruitfly
7.1,55,35,Mango Hopper,Mango Fruitfly
6.9,54,33,Mango Hopper,Mango Fruitfly
7.2,53,32,Mango Hopper,Mango Fruitfly
7.2,54,35,Mango Hopper,Mango Fruitfly
7,54,35,Mango Hopper,Mango Fruitfly
7.1,54,32,Mango Hopper,Mango Fruitfly
7.2,54,33,Mango Hopper,Mango Fruitfly
6.9,53,34,Mango Hopper,Mango Fruitfly
7.3,53,34,Mango Hopper,Mango Fruitfly
6.6,54,35,Mango Hopper,Mango Fruitfly
7.3,54,34,Mango Hopper,Mango Fruitfly
7.1,53,32,Mango Hopper,Mango Fruitfly
6.6,54,32,Mango Hopper,Mango Fruitfly
7.4,55,32,Mango Hopper,Mango Fruitfly
7,53,35,Mango Hopper,Mango Fruitfly
6.7,54,35,Mango Hopper,Mango Fruitfly
7.4,53,35,Mango Hopper,Mango Fruitfly
7.4,54,35,Mango Hopper,Mango Fruitfly
7.2,53,35,Mango Hopper,Mango Fruitfly
7.4,54,36,Mango Hopper,Mango Fruitfly
7,54,35,Mango Hopper,Mango Fruitfly
7,54,36,Mango Hopper,Mango Fruitfly
6.6,54,33,Mango Hopper,Mango Fruitfly
7.1,53,35,Mango Hopper,Mango Fruitfly
7.4,54,36,Mango Hopper,Mango Fruitfly
7.4,54,33,Mango Hopper,Mango Fruitfly
7.3,54,33,Mango Hopper,Mango Fruitfly
6.8,55,32,Mango Hopper,Mango Fruitfly
7.2,54,33,Mango Hopper,Mango Fruitfly
