SoilPh,RelativeHumidity,SoilTemperature,Fruit
6.7,53,30,Mango
6.3,53,30,Mango
6.2,53,33,Mango
5.6,52,32,Mango
7.3,50,35,Mango
6.5,51,33,Mango
7.1,54,32,Mango
7.4,51,32,Mango
6.8,51,35,Mango
7.4,51,35,Mango
6.4,54,35,Mango
6.5,55,34,Mango
7.2,52,36,Mango
7.1,50,36,Mango
7.2,51,31,Mango
7.4,51,32,Mango
7,54,35,Mango
6.5,52,31,Mango
7.5,50,29,Mango
5.9,53,31,Mango
7.4,50,30,Mango
6.4,53,28,Mango
6.8,52,28,Mango
5.5,55,30,Mango
7.2,54,36,Mango
7,54,29,Mango
6.4,52,29,Mango
6,54,33,Mango
6.8,53,34,Mango
6.1,53,35,Mango
5.9,51,32,Mango
6.4,52,31,Mango
6.6,51,28,Mango
6.4,54,36,Mango
7.3,52,28,Mango
6.9,50,31,Mango
6.6,52,28,Mango
5.7,51,28,Mango
6.1,53,33,Mango
6.8,55,29,Mango
6.7,53,35,Mango
6.4,53,33,Mango
7.3,51,30,Mango
5.8,53,34,Mango
6.3,50,27,Mango
7.4,51,27,Mango
5.8,53,32,Mango
6.1,54,30,Mango
7,54,28,Mango
6.1,51,31,Mango
7.3,52,32,Mango
6.1,52,29,Mango
5.6,53,31,Mango
6.8,54,29,Mango
6.7,53,29,Mango
7.1,54,35,Mango
6.7,54,34,Mango
6,53,28,Mango
6.1,55,30,Mango
7.2,54,31,Mango
5.7,54,35,Mango
7,53,32,Mango
7,52,29,Mango
6.1,52,35,Mango
6.6,53,34,Mango
7.1,52,28,Mango
6,51,35,Mango
6.5,52,34,Mango
6,52,33,Mango
7.4,54,35,Mango
6.2,51,31,Mango
6.6,53,30,Mango
6,51,33,Mango
6.1,52,36,Mango
7,54,30,Mango
5.8,50,35,Mango
6.8,52,28,Mango
6.5,51,29,Mango
5.6,55,31,Mango
6,50,33,Mango
7.3,53,30,Mango
6.6,50,30,Mango
5.5,52,30,Mango
6.8,53,32,Mango
6.2,54,29,Mango
7.2,52,36,Mango
7.2,53,33,Mango
6.8,51,28,Mango
6,51,35,Mango
6,54,32,Mango
5.9,51,36,Mango
7.1,51,33,Mango
5.7,52,28,Mango
6.7,55,30,Mango
7.4,51,35,Mango
6.4,53,30,Mango
5.9,54,34,Mango
5.7,51,31,Mango
6.8,53,32,Mango
7.2,50,29,Mango
5.9,55,32,Mango
6.8,54,35,Mango
6.5,54,29,Mango
5.6,54,27,Mango
7,52,29,Mango
7.2,51,28,Mango
6,51,29,Mango
5.6,55,30,Mango
7.2,51,27,Mango
6.6,54,27,Mango
6.2,55,33,Mango
6.1,51,31,Mango
6.4,54,34,Mango
6.6,53,34,Mango
6.8,50,30,Mango
6.2,53,31,Mango
6.6,52,30,Mango
6.8,52,31,Mango
5.9,55,28,Mango
5.6,53,30,Mango
5.7,54,34,Mango
5.7,51,27,Mango
7.3,54,28,Mango
6.9,53,28,Mango
6.7,52,27,Mango
6.4,50,36,Mango
6.7,52,28,Mango
6.4,52,31,Mango
7.2,51,32,Mango
6.9,51,30,Mango
6.7,55,35,Mango
6.5,54,29,Mango
6.5,54,30,Mango
6.2,55,27,Mango
7.1,54,29,Mango
5.7,50,29,Mango
6.4,50,34,Mango
6.8,51,27,Mango
6.6,53,29,Mango
6.5,53,36,Mango
5.9,54,34,Mango
6.9,53,28,Mango
6.2,53,31,Mango
7.5,55,27,Mango
5.8,53,33,Mango
5.5,51,31,Mango
6.3,52,28,Mango
5.9,50,33,Mango
7.2,51,30,Mango
6,55,35,Mango
6,52,28,Mango
6.8,53,33,Mango
5.7,53,30,Mango
5.7,54,36,Mango
6.7,54,32,Mango
7.1,50,36,Mango
5.9,53,28,Mango
6.2,51,34,Mango
5.9,53,34,Mango
5.5,54,35,Mango
6.4,51,29,Mango
5.7,54,34,Mango
6.2,54,28,Mango
5.9,54,30,Mango
5.9,50,33,Mango
6.7,51,30,Mango
6.3,53,35,Mango
7.3,50,31,Mango
7.4,54,28,Mango
6.6,52,35,Mango
7.5,51,28,Mango
7.3,54,30,Mango
6.6,53,32,Mango
5.7,55,30,Mango
6.2,52,35,Mango
7.1,52,35,Mango
6.3,53,35,Mango
6.4,55,31,Mango
7.2,54,36,Mango
6.3,53,33,Mango
6,52,28,Mango
7,55,31,Mango
7.2,54,28,Mango
6.7,53,29,Mango
5.7,53,30,Mango
5.6,51,31,Mango
6.7,55,34,Mango
6.6,51,34,Mango
6,52,30,Mango
7.2,53,33,Mango
6.2,52,32,Mango
6.3,52,35,Mango
6.2,54,29,Mango
7.2,54,32,Mango
5.6,51,35,Mango
5.9,52,29,Mango
5.8,53,33,Mango
6.6,50,36,Mango
6.2,55,30,Mango
7.1,54,28,Mango
7.4,51,34,Mango
5.6,51,33,Mango
6.5,53,30,Mango
6.8,52,34,Mango
6,52,31,Mango
5.9,53,33,Mango
6.6,53,29,Mango
7,53,35,Mango
6.2,52,35,Mango
7.4,51,28,Mango
7.4,50,32,Mango
7.1,53,33,Mango
7,51,30,Mango
5.5,52,30,Mango
6,52,27,Mango
5.8,53,33,Mango
6.1,51,35,Mango
5.5,52,30,Mango
6.9,54,35,Mango
6.3,52,30,Mango
5.8,51,29,Mango
7,52,33,Mango
7,54,27,Mango
6.2,54,31,Mango
6.3,52,27,Mango
5.7,51,30,Mango
6.2,51,31,Mango
5.7,52,28,Mango
6.8,55,35,Mango
6.7,52,31,Mango
5.7,53,32,Mango
6.4,51,32,Mango
7,52,36,Mango
5.9,52,33,Mango
5.9,52,28,Mango
5.9,55,30,Mango
7.1,53,31,Mango
7.3,53,32,Mango
6.7,53,27,Mango
6,52,34,Mango
6.2,50,33,Mango
7.2,51,32,Mango
7.4,52,30,Mango
5.6,67,27,Melon
5.8,68,32,Melon
6.2,73,28,Melon
6,69,27,Melon
6,72,30,Melon
5.5,72,30,Melon
6.4,65,26,Melon
5.6,74,30,Melon
6.3,67,30,Melon
6.2,69,28,Melon
5.9,72,27,Melon
5.7,74,31,Melon
6.3,73,29,Melon
6,71,28,Melon
6.1,67,27,Melon
6.1,71,28,Melon
6,74,28,Melon
5.9,66,29,Melon
6.3,72,27,Melon
6.2,69,27,Melon
6.1,68,30,Melon
5.7,72,31,Melon
6.2,72,31,Melon
6,70,32,Melon
6,72,27,Melon
5.9,69,32,Melon
6.2,72,27,Melon
5.6,69,30,Melon
6.5,71,29,Melon
5.9,74,30,Melon
6.4,65,28,Melon
6.2,71,29,Melon
5.9,67,31,Melon
6.3,70,28,Melon
6.4,73,30,Melon
6.1,68,30,Melon
5.5,73,26,Melon
5.8,70,32,Melon
5.7,66,31,Melon
6.2,67,31,Melon
5.6,67,28,Melon
5.6,74,30,Melon
6.1,67,28,Melon
5.9,68,30,Melon
5.6,74,31,Melon
5.7,71,32,Melon
6.2,67,31,Melon
5.8,69,27,Melon
5.8,74,26,Melon
5.7,70,27,Melon
5.8,67,31,Melon
6.1,68,27,Melon
6,69,32,Melon
5.8,67,29,Melon
5.5,74,30,Melon
6.4,73,31,Melon
6.5,71,30,Melon
5.8,70,30,Melon
5.9,73,31,Melon
5.8,72,27,Melon
6.4,70,28,Melon
6.3,73,30,Melon
6,72,28,Melon
6.5,73,29,Melon
5.9,65,31,Melon
5.7,67,30,Melon
5.7,74,26,Melon
6.2,68,32,Melon
5.5,70,27,Melon
5.7,71,31,Melon
6,70,28,Melon
6.3,74,30,Melon
6,74,28,Melon
5.5,68,27,Melon
5.8,68,30,Melon
6.1,67,31,Melon
6.1,74,30,Melon
6.4,75,26,Melon
5.8,74,30,Melon
5.6,70,27,Melon
6.3,74,30,Melon
6,75,30,Melon
5.7,71,31,Melon
5.7,65,27,Melon
6,70,32,Melon
6.2,70,32,Melon
6.1,71,32,Melon
5.9,68,27,Melon
5.5,73,30,Melon
6.4,70,32,Melon
5.7,74,26,Melon
5.8,74,32,Melon
6.2,71,28,Melon
5.6,72,28,Melon
5.5,73,30,Melon
6.4,69,29,Melon
5.9,68,26,Melon
6.3,66,32,Melon
5.9,69,30,Melon
6.2,74,31,Melon
5.6,70,31,Melon
5.6,75,29,Melon
6.1,71,31,Melon
6,69,28,Melon
6.3,69,29,Melon
6.5,74,31,Melon
5.9,70,29,Melon
6.1,75,27,Melon
5.5,74,32,Melon
6,67,28,Melon
6,67,31,Melon
5.7,71,26,Melon
6.3,71,30,Melon
5.9,70,29,Melon
5.9,69,29,Melon
5.7,75,31,Melon
5.8,67,28,Melon
5.9,67,29,Melon
5.6,74,27,Melon
5.6,67,32,Melon
5.8,66,29,Melon
6.1,67,27,Melon
5.5,67,29,Melon
5.9,72,27,Melon
5.8,67,31,Melon
5.5,67,27,Melon
5.6,72,28,Melon
5.7,72,29,Melon
6.3,71,27,Melon
5.7,74,32,Melon
5.5,68,31,Melon
5.6,72,26,Melon
6,74,28,Melon
6.2,74,28,Melon
6.5,67,32,Melon
5.5,70,30,Melon
5.8,71,30,Melon
5.7,67,28,Melon
6.1,68,32,Melon
6.4,72,27,Melon
6.2,66,31,Melon
5.5,68,26,Melon
6,71,32,Melon
6.3,71,27,Melon
5.6,69,30,Melon
5.6,67,27,Melon
5.5,65,29,Melon
6.1,74,30,Melon
6.3,72,32,Melon
5.6,67,29,Melon
5.7,74,32,Melon
6.5,67,27,Melon
6.4,70,27,Melon
5.7,73,29,Melon
5.5,66,30,Melon
6.4,68,29,Melon
6,73,29,Melon
5.5,67,30,Melon
6.3,66,30,Melon
6.1,65,28,Melon
6.3,68,31,Melon
6.1,75,32,Melon
6,68,28,Melon
5.9,66,28,Melon
5.8,69,30,Melon
5.7,72,32,Melon
6.5,67,28,Melon
5.5,68,28,Melon
6.2,65,27,Melon
6.4,72,32,Melon
6,65,30,Melon
6,65,31,Melon
5.6,74,32,Melon
5.9,70,31,Melon
6.3,70,27,Melon
6.1,72,32,Melon
6.4,74,31,Melon
6.4,69,29,Melon
5.5,65,26,Melon
6.4,74,30,Melon
5.9,75,29,Melon
6,71,29,Melon
6.3,70,28,Melon
5.6,75,31,Melon
5.7,70,27,Melon
6.5,70,31,Melon
6.4,67,31,Melon
6,68,30,Melon
6.1,66,29,Melon
5.9,66,32,Melon
5.9,69,31,Melon
5.8,72,31,Melon
5.9,69,27,Melon
5.9,67,30,Melon
6.4,72,27,Melon
6.4,68,31,Melon
6.2,74,29,Melon
5.8,70,31,Melon
5.6,68,28,Melon
5.6,70,28,Melon
5.5,66,31,Melon
5.5,65,27,Melon
5.6,65,27,Melon
6.1,73,31,Melon
6.3,65,28,Melon
5.6,72,29,Melon
6.3,73,29,Melon
6.4,74,31,Melon
5.9,72,28,Melon
5.9,69,29,Melon
5.6,70,30,Melon
5.7,72,27,Melon
6,66,31,Melon
5.8,73,27,Melon
5.8,72,30,Melon
6.3,66,29,Melon
5.8,69,30,Melon
5.5,73,30,Melon
6.4,74,31,Melon
5.9,71,32,Melon
6.2,68,28,Melon
5.8,70,29,Melon
6.3,72,26,Melon
6,71,31,Melon
5.7,67,31,Melon
6.4,68,28,Melon
6.4,69,30,Melon
5.9,72,28,Melon
6.3,69,28,Melon
6.2,72,28,Melon
6.1,68,32,Melon
5.8,67,32,Melon
5.7,72,27,Melon
6.5,72,29,Melon
6.3,74,32,Melon
5.6,73,30,Melon
6.3,67,26,Melon
6.1,71,30,Melon
6.4,68,27,Melon
5.9,68,27,Melon
5.7,72,31,Melon
5.7,70,32,Melon
5.8,70,31,Melon
6.4,72,30,Melon
6.1,68,27,Melon
5.7,67,31,Melon
6.1,71,28,Melon
5.5,75,32,Melon
5.8,71,31,Melon
6.1,68,28,Melon
6,68,27,Melon
5.6,68,28,Melon
6.1,74,27,Melon
5.9,67,28,Melon
6.2,72,29,Melon
5.6,66,26,Melon
5.8,70,27,Melon
6.4,74,30,Melon
6,71,29,Melon
6.4,71,28,Melon
6.2,67,27,Melon
6.3,66,31,Melon
6.3,65,26,Melon
5.8,74,29,Melon
6.4,74,29,Melon
5.9,72,30,Melon
6.1,68,29,Melon
5.5,70,27,Melon
5.6,69,32,Melon
6.3,65,29,Melon
6,69,31,Melon
6.1,75,30,Melon
5.9,66,26,Melon
5.8,69,31,Melon
6.2,70,32,Melon
6.2,73,27,Melon
5.6,71,31,Melon
5.8,69,30,Melon
6.4,66,32,Melon
6.4,71,29,Melon
6.1,75,28,Melon
6.5,69,28,Melon
6.4,71,29,Melon
6.4,72,30,Melon
6,74,27,Melon
6.1,68,30,Melon
5.6,75,30,Melon
6.1,75,32,Melon
5.6,72,31,Melon
6.4,68,28,Melon
5.7,71,29,Melon
6.3,66,31,Melon
5.6,73,26,Melon
6,73,28,Melon
6.4,69,32,Melon
5.7,66,26,Melon
6.2,66,29,Melon
6,66,29,Melon
6.1,70,27,Melon
6.4,65,28,Melon
6,75,29,Melon
5.6,74,32,Melon
6.1,74,29,Melon
5.7,71,32,Melon
5.8,67,31,Melon
5.8,70,27,Melon
6.5,70,27,Melon
6.5,71,30,Melon
6.5,73,29,Melon
6.4,70,26,Melon
5.8,74,27,Melon
6.1,75,30,Melon
6,67,27,Melon
6.4,69,28,Melon
6.2,71,26,Melon
6.3,71,31,Melon
5.6,75,29,Melon
6.2,71,30,Melon
6.5,74,32,Melon
6,65,27,Melon
6.1,71,28,Melon
5.6,66,26,Melon
6.5,72,29,Melon
5.6,66,31,Melon
6.5,71,27,Melon
6.2,72,31,Melon
5.9,66,28,Melon
5.8,73,27,Melon
5.8,66,29,Melon
6.1,73,27,Melon
6.5,71,29,Melon
6.4,69,30,Melon
6.4,65,31,Melon
5.5,70,27,Melon
5.5,68,31,Melon
6.3,73,30,Melon
6.2,72,26,Melon
5.8,66,29,Melon
6.3,67,29,Melon
6.1,73,31,Melon
6.3,74,32,Melon
6.1,73,28,Melon
6.3,70,27,Melon
5.8,74,26,Melon
6.5,74,29,Melon
5.9,72,28,Melon
5.5,70,28,Melon
5.9,68,30,Melon
6.1,66,29,Melon
6.4,67,30,Melon
5.7,72,30,Melon
6,73,31,Melon
6.3,71,28,Melon
5.8,72,32,Melon
6.2,68,27,Melon
5.6,67,30,Melon
6.2,70,28,Melon
6,68,28,Melon
6.2,75,27,Melon
5.9,69,27,Melon
5.6,72,29,Melon
5.8,67,29,Melon
6.5,75,32,Melon
5.8,66,26,Melon
5.6,66,28,Melon
5.5,66,31,Melon
5.6,75,28,Melon
6,74,27,Melon
6,72,30,Melon
6.3,73,32,Melon
5.5,65,28,Melon
5.9,72,30,Melon
6.3,71,31,Melon
5.9,69,27,Melon
6.1,65,28,Melon
5.7,73,29,Melon
6.5,72,31,Melon
5.9,72,28,Melon
5.8,67,28,Melon
5.7,69,27,Melon
5.9,75,30,Melon
5.9,65,31,Melon
5.7,70,30,Melon
6,66,27,Melon
6.4,74,32,Melon
6.5,75,31,Melon
6.1,75,28,Melon
6.4,67,28,Melon
6,70,32,Melon
6.1,65,31,Melon
5.8,74,26,Melon
5.7,71,28,Melon
5.5,65,30,Melon
5.8,65,30,Melon
5.6,71,31,Melon
6,74,27,Melon
5.8,66,30,Melon
6.2,74,32,Melon
5.8,72,30,Melon
6.2,69,29,Melon
6,72,32,Melon
5.7,66,29,Melon
5.7,71,32,Melon
6.1,66,28,Melon
6.5,69,28,Melon
5.9,65,31,Melon
6.1,69,27,Melon
6,66,32,Melon
6.1,69,31,Melon
6.4,68,27,Melon
6.4,67,27,Melon
5.7,67,28,Melon
6.1,72,30,Melon
6.1,65,31,Melon
6.3,72,28,Melon
5.6,72,28,Melon
6.1,68,30,Melon
5.8,67,28,Melon
5.8,69,30,Melon
5.5,69,28,Melon
6,74,32,Melon
5.7,72,27,Melon
6,67,30,Melon
5.8,71,29,Melon
6,74,28,Melon
5.8,74,26,Melon
6.4,75,32,Melon
6.4,67,29,Melon
6.4,70,28,Melon
6.3,65,31,Melon
5.7,67,28,Melon
6.1,67,29,Melon
6.1,74,29,Melon
6.4,68,31,Melon
5.7,69,31,Melon
6.1,68,27,Melon
5.8,74,28,Melon
6.4,70,27,Melon
6,68,30,Melon
6.4,70,28,Melon
6.2,71,31,Melon
5.8,66,29,Melon
6,75,31,Melon
5.7,72,27,Melon
6.5,66,27,Melon
5.9,72,29,Melon
5.5,71,26,Melon
6.3,68,32,Melon
6.1,71,29,Melon
6.3,73,29,Melon
5.5,74,29,Melon
5.6,70,31,Melon
5.5,68,27,Melon
6,68,27,Melon
6.4,66,31,Melon
5.9,68,27,Melon
5.8,74,29,Melon
5.8,67,29,Melon
6,72,32,Melon
5.8,68,29,Melon
6.2,66,31,Melon
6.2,73,29,Melon
5.9,74,29,Melon
5.5,65,30,Melon
6.1,67,27,Melon
5.8,71,27,Melon
5.7,69,28,Melon
5.7,68,30,Melon
6.2,70,29,Melon
6.2,73,29,Melon
6.3,69,27,Melon
5.9,72,32,Melon
5.6,65,27,Melon
6.3,69,29,Melon
6.5,65,28,Melon
5.5,66,30,Melon
6,73,32,Melon
6.1,69,26,Melon
6.3,74,30,Melon
5.8,65,31,Melon
6.2,71,30,Melon
5.9,74,29,Melon
6.4,74,32,Melon
6,74,26,Melon
5.7,72,28,Melon
5.6,75,32,Melon
5.7,66,27,Melon
5.8,73,30,Melon
5.7,68,27,Melon
6,73,32,Melon
6,68,28,Melon
5.6,65,27,Melon
5.9,70,28,Melon
6.3,73,27,Melon
6.1,71,31,Melon
5.7,72,32,Melon
5.8,66,30,Melon
6.4,67,30,Melon
6.1,67,32,Melon
6.2,74,27,Melon
6.4,46,28,Orange
7.1,48,17,Orange
6.8,45,34,Orange
7.4,41,29,Orange
6.5,44,25,Orange
7.1,41,17,Orange
6.3,43,13,Orange
6.9,45,18,Orange
6.3,44,25,Orange
7.1,46,25,Orange
6.4,43,38,Orange
7.3,49,27,Orange
6.9,49,33,Orange
7.4,45,36,Orange
7.2,41,33,Orange
6.1,40,38,Orange
6.7,50,35,Orange
6.2,48,19,Orange
6.1,45,27,Orange
6.6,42,28,Orange
7.2,43,17,Orange
7.4,47,34,Orange
7.3,50,25,Orange
6.8,42,16,Orange
7,41,13,Orange
6,41,27,Orange
7.1,48,22,Orange
6.8,45,18,Orange
7,40,17,Orange
6.6,41,13,Orange
7.1,41,28,Orange
7.2,41,17,Orange
6.6,48,36,Orange
6.5,46,25,Orange
6,42,34,Orange
7.5,40,38,Orange
6.2,47,22,Orange
6.5,48,22,Orange
6.1,48,30,Orange
7.3,49,21,Orange
6.5,47,33,Orange
7.5,50,17,Orange
6.4,49,37,Orange
7.2,45,28,Orange
6.5,46,30,Orange
6.6,43,27,Orange
6.3,42,18,Orange
6.5,45,21,Orange
6.8,50,26,Orange
6.6,44,24,Orange
6.3,49,22,Orange
6,43,32,Orange
6.5,43,26,Orange
6.7,41,24,Orange
7,42,24,Orange
6.4,42,22,Orange
7.3,46,34,Orange
6.4,41,33,Orange
7.2,46,33,Orange
6.2,47,19,Orange
6.8,47,33,Orange
6.5,46,27,Orange
6.4,43,16,Orange
6.9,49,34,Orange
6.5,45,34,Orange
7,45,37,Orange
7.3,46,36,Orange
6.9,42,16,Orange
6.2,43,19,Orange
6.6,43,28,Orange
7.5,49,14,Orange
6.9,49,31,Orange
6.4,44,14,Orange
6.3,41,31,Orange
6.3,41,13,Orange
6.1,48,25,Orange
6.5,49,28,Orange
7.3,45,34,Orange
7.1,41,30,Orange
6,48,17,Orange
6.7,48,21,Orange
6,48,14,Orange
6.3,40,38,Orange
6.6,43,35,Orange
6.3,49,18,Orange
6.3,44,31,Orange
6.5,47,16,Orange
6.1,42,33,Orange
6.7,44,29,Orange
6.1,49,37,Orange
6.1,49,14,Orange
6.2,43,25,Orange
6.2,42,20,Orange
7,50,13,Orange
6.2,41,12,Orange
6.1,42,30,Orange
6.9,43,19,Orange
6.2,42,34,Orange
7.1,48,36,Orange
6.6,49,12,Orange
6,48,13,Orange
7,42,13,Orange
6.1,46,18,Orange
7.5,43,36,Orange
6.1,45,26,Orange
6.7,49,24,Orange
6.1,48,29,Orange
6.4,42,21,Orange
6.3,48,28,Orange
7,41,29,Orange
6.5,48,17,Orange
6.1,47,25,Orange
6.9,46,24,Orange
6.6,48,21,Orange
6.8,46,12,Orange
6.3,40,31,Orange
6.4,42,34,Orange
7.5,46,21,Orange
6.3,47,21,Orange
6.5,47,21,Orange
7.1,45,28,Orange
6.6,44,14,Orange
7.2,43,25,Orange
6.1,49,26,Orange
7,42,33,Orange
7.3,49,32,Orange
6.9,41,26,Orange
7.1,42,15,Orange
6.5,44,33,Orange
7.2,48,24,Orange
7.1,43,35,Orange
6.9,49,26,Orange
6.2,43,16,Orange
7.3,46,15,Orange
7.4,42,18,Orange
6.4,43,34,Orange
6.2,41,15,Orange
7.3,48,36,Orange
7.5,42,30,Orange
6.1,45,29,Orange
6.7,41,38,Orange
6.6,49,35,Orange
6.9,41,14,Orange
6.2,48,18,Orange
7,45,22,Orange
7.2,44,36,Orange
6.4,42,12,Orange
6.7,48,16,Orange
6.8,45,35,Orange
6.7,44,17,Orange
7.5,40,22,Orange
7.1,45,24,Orange
6.6,41,16,Orange
6.9,42,34,Orange
6.7,50,33,Orange
6.4,41,14,Orange
6.8,48,33,Orange
6.4,50,12,Orange
6.6,46,25,Orange
6.4,46,29,Orange
6.9,46,29,Orange
6.5,44,27,Orange
7.4,47,14,Orange
6.2,48,24,Orange
6.8,46,25,Orange
6.1,42,32,Orange
7.2,43,20,Orange
7.2,41,33,Orange
6.1,41,27,Orange
7.3,43,12,Orange
6.8,41,17,Orange
6.6,47,35,Orange
7.4,46,14,Orange
6.5,44,30,Orange
6.2,42,27,Orange
6.5,40,32,Orange
6.6,50,18,Orange
6.8,44,18,Orange
6.8,46,30,Orange
6.5,42,38,Orange
6.1,49,26,Orange
6.5,42,30,Orange
6.2,42,31,Orange
7.3,47,34,Orange
6.6,44,27,Orange
7,45,31,Orange
7,44,18,Orange
6.7,41,12,Orange
6.7,43,21,Orange
6.7,48,28,Orange
6.4,41,14,Orange
6,50,35,Orange
7.3,42,16,Orange
6.9,46,16,Orange
6.4,40,28,Orange
6.2,42,19,Orange
6.8,45,22,Orange
6.5,45,33,Orange
6.9,49,15,Orange
6.3,47,36,Orange
7,47,33,Orange
7.2,43,33,Orange
7.3,48,14,Orange
6.3,49,30,Orange
7.2,43,34,Orange
7.3,42,15,Orange
7.1,42,35,Orange
7,47,37,Orange
6.8,44,35,Orange
7.2,45,25,Orange
6.8,43,34,Orange
7.2,49,20,Orange
7.3,42,32,Orange
7.2,49,20,Orange
6.8,45,37,Orange
7.3,48,29,Orange
6.1,44,13,Orange
7.4,42,33,Orange
7.5,49,15,Orange
6.7,42,36,Orange
7.5,45,35,Orange
6.6,40,37,Orange
7.2,42,37,Orange
6.7,41,22,Orange
6.6,46,27,Orange
6,47,22,Orange
6.9,49,24,Orange
6.2,48,26,Orange
7.2,49,27,Orange
7.1,45,17,Orange
6.8,46,25,Orange
7.3,49,16,Orange
6.2,42,28,Orange
7,42,14,Orange
6.9,44,20,Orange
6.9,49,35,Orange
7.3,44,27,Orange
6.2,47,37,Orange
6.9,49,31,Orange
6.1,48,31,Orange
6.9,46,25,Orange
6.4,46,26,Orange
6.5,42,23,Orange
6.8,46,15,Orange
7.2,43,21,Orange
7.4,48,37,Orange
6.3,46,18,Orange
7.2,43,29,Orange
7.1,42,30,Orange
6.8,49,28,Orange
7.4,48,16,Orange
7.5,47,18,Orange
6.2,48,35,Orange
6.2,47,16,Orange
6.2,50,19,Orange
6.8,41,13,Orange
6.1,45,31,Orange
6.3,46,29,Orange
6.9,46,14,Orange
7.2,45,29,Orange
7.3,48,35,Orange
6.8,45,17,Orange
7.3,50,14,Orange
6.7,42,34,Orange
6.5,46,36,Orange
7.1,41,30,Orange
7,46,26,Orange
6.5,47,17,Orange
6.9,43,30,Orange
7,42,35,Orange
6.4,45,36,Orange
6.7,48,32,Orange
6.4,43,34,Orange
6.3,47,12,Orange
6.5,42,28,Orange
7.4,41,37,Orange
7.4,45,24,Orange
7,49,29,Orange
6,47,17,Orange
6.3,46,32,Orange
6.4,43,25,Orange
6.7,41,18,Orange
6.6,44,13,Orange
6.4,50,38,Orange
6.5,43,18,Orange
6.8,42,18,Orange
6.8,45,14,Orange
6.7,42,15,Orange
6.3,50,36,Orange
7.4,40,35,Orange
7.4,43,33,Orange
6.2,43,13,Orange
6.9,41,37,Orange
6.5,43,36,Orange
6.1,44,32,Orange
6.3,44,30,Orange
6.5,47,21,Orange
6.8,43,36,Orange
6.6,46,30,Orange
6.6,46,23,Orange
6.9,48,32,Orange
6.6,45,19,Orange
6.7,43,27,Orange
6.4,45,14,Orange
6.9,41,36,Orange
7.4,45,17,Orange
6.8,48,20,Orange
6.6,41,29,Orange
6.7,46,25,Orange
7,40,19,Orange
6.8,50,20,Orange
6.8,43,35,Orange
6.7,45,21,Orange
6.4,48,27,Orange
7.3,50,20,Orange
7,50,23,Orange
6.5,44,27,Orange
6.1,48,14,Orange
7.1,49,23,Orange
7,49,38,Orange
6.1,42,19,Orange
6.8,44,13,Orange
6.6,42,28,Orange
6.1,49,37,Orange
7,48,20,Orange
6.1,47,14,Orange
6.6,41,32,Orange
7.2,48,34,Orange
7,49,18,Orange
6.9,48,34,Orange
6.2,45,15,Orange
6.9,42,23,Orange
6,47,21,Orange
7.2,44,13,Orange
6.2,45,30,Orange
7.1,48,31,Orange
6.4,49,22,Orange
6.4,44,13,Orange
6.9,50,37,Orange
6.2,47,22,Orange
6.1,41,35,Orange
6.4,45,15,Orange
7.5,44,13,Orange
7,41,20,Orange
7.1,50,18,Orange
7,41,26,Orange
6.6,41,26,Orange
7.3,46,18,Orange
7.2,46,19,Orange
7.1,48,23,Orange
6.7,44,29,Orange
7.1,43,14,Orange
6.8,41,17,Orange
6.1,50,34,Orange
6.4,46,21,Orange
6.4,44,32,Orange
7.4,41,13,Orange
6.4,44,34,Orange
7.2,45,30,Orange
6.8,47,15,Orange
6.2,45,26,Orange
6.6,50,23,Orange
7,45,23,Orange
6.6,44,23,Orange
7,43,33,Orange
6.8,44,18,Orange
6.5,45,31,Orange
6.5,46,27,Orange
6.1,41,31,Orange
6.2,40,21,Orange
6.9,42,24,Orange
7.1,48,22,Orange
7.5,40,32,Orange
6.8,45,14,Orange
7.1,43,12,Orange
7.4,44,31,Orange
6.2,46,29,Orange
6.2,41,13,Orange
6.6,41,22,Orange
6.4,41,37,Orange
6.7,41,26,Orange
7.4,42,14,Orange
7.4,46,32,Orange
6.4,44,29,Orange
7.2,47,24,Orange
7.4,50,18,Orange
6.7,46,16,Orange
6.2,46,13,Orange
6.8,44,20,Orange
6.5,50,18,Orange
6.5,41,21,Orange
6.4,44,28,Orange
7.1,47,24,Orange
6.1,40,13,Orange
7.4,40,35,Orange
7,47,28,Orange
7,41,21,Orange
6.5,40,17,Orange
7.4,43,12,Orange
6.4,50,30,Orange
7.4,40,20,Orange
7.4,45,21,Orange
6.9,42,28,Orange
7.1,45,24,Orange
7.2,47,33,Orange
6.6,47,22,Orange
6.4,46,22,Orange
6.4,45,24,Orange
6.3,40,26,Orange
6.7,44,32,Orange
7,42,27,Orange
7.3,47,36,Orange
7.1,50,27,Orange
6.3,42,33,Orange
6.7,50,29,Orange
6.9,40,15,Orange
7.4,45,32,Orange
6.2,49,34,Orange
7.4,40,19,Orange
7,44,23,Orange
7.2,47,20,Orange
6.3,48,28,Orange
7.3,43,32,Orange
6.1,48,35,Orange
7.1,47,20,Orange
6.1,44,26,Orange
6.3,41,19,Orange
7.1,44,12,Orange
6.9,49,30,Orange
7.2,49,22,Orange
7.1,46,22,Orange
6.2,41,20,Orange
6.1,46,18,Orange
7.3,49,36,Orange
6.6,44,16,Orange
7.4,47,16,Orange
6.7,50,21,Orange
7.1,49,27,Orange
7.4,47,13,Orange
6.6,40,20,Orange
6.7,46,25,Orange
