Id,SoilPh,RelativeHumidity,SoilTemperature,Vegetable
2556,7.4,68,1,Garlic
2557,6.5,67,4,Garlic
2558,7,61,5,Garlic
2559,6.4,62,4,Garlic
2560,7.2,64,2,Garlic
2561,5.9,67,9,Garlic
2562,7.4,63,3,Garlic
2563,5.7,65,7,Garlic
2564,5.7,64,1,Garlic
2565,5.9,63,0,Garlic
2566,5.5,69,4,Garlic
2567,7.4,68,10,Garlic
2568,7.4,69,3,Garlic
2569,6.9,69,4,Garlic
2570,6.8,65,0,Garlic
2571,7.3,65,3,Garlic
2572,6.3,62,7,Garlic
2573,5.6,68,5,Garlic
2574,6.4,66,1,Garlic
2575,7.2,64,6,Garlic
2576,6.3,65,1,Garlic
2577,6.9,67,6,Garlic
2578,6.7,61,10,Garlic
2579,7,61,7,Garlic
2580,6.4,68,3,Garlic
2581,6,64,3,Garlic
2582,6,64,6,Garlic
2583,6.9,62,2,Garlic
2584,6.8,66,5,Garlic
2585,6.7,69,0,Garlic
2586,5.8,64,10,Garlic
2587,5.8,61,3,Garlic
2588,5.8,60,9,Garlic
2589,6.3,63,0,Garlic
2590,6.9,65,4,Garlic
2591,6.6,64,2,Garlic
2592,5.9,61,8,Garlic
2593,6,61,8,Garlic
2594,6.5,68,3,Garlic
2595,5.9,69,9,Garlic
2596,7,68,8,Garlic
2597,6.7,68,3,Garlic
2598,6.5,64,8,Garlic
2599,6.9,63,1,Garlic
2600,6.1,62,6,Garlic
2601,7.1,69,4,Garlic
2602,5.9,66,1,Garlic
2603,6.6,64,7,Garlic
2604,5.6,69,9,Garlic
2605,7.4,61,7,Garlic
2606,5.5,70,1,Garlic
2607,6.7,69,6,Garlic
2608,6.4,68,1,Garlic
2609,6.6,69,5,Garlic
2610,6.8,62,3,Garlic
2611,6.1,61,2,Garlic
2612,6.6,65,4,Garlic
2613,5.9,66,5,Garlic
2614,7.3,68,6,Garlic
2615,6.4,64,6,Garlic
2616,6.1,68,0,Garlic
2617,6.1,62,9,Garlic
2618,6.6,69,1,Garlic
2619,6.8,68,3,Garlic
2620,6.5,67,5,Garlic
2621,6,61,1,Garlic
2622,6.1,69,9,Garlic
2623,6.2,68,7,Garlic
2624,5.6,63,7,Garlic
2625,6,68,2,Garlic
2626,7,65,1,Garlic
2627,6.2,69,4,Garlic
2628,6.4,68,8,Garlic
2629,7,65,8,Garlic
2630,7.1,64,2,Garlic
2631,7.1,64,9,Garlic
2632,6.3,62,4,Garlic
2633,5.6,63,3,Garlic
2634,5.8,62,8,Garlic
2635,6.5,61,9,Garlic
2636,7.2,66,9,Garlic
2637,6.6,60,1,Garlic
2638,6.3,64,6,Garlic
2639,6.6,65,7,Garlic
2640,6.6,61,2,Garlic
2641,6.4,63,6,Garlic
2642,6.3,69,2,Garlic
2643,6.4,64,10,Garlic
2644,6.3,62,0,Garlic
2645,6.5,62,6,Garlic
2646,6.6,63,5,Garlic
2647,6.5,61,4,Garlic
2648,5.9,66,5,Garlic
2649,5.9,66,4,Garlic
2650,5.7,61,10,Garlic
2651,6.3,68,9,Garlic
2652,7.3,62,4,Garlic
2653,5.7,70,7,Garlic
2654,6.2,69,2,Garlic
2655,6.2,65,5,Garlic
2656,7.2,65,1,Garlic
2657,6.3,67,8,Garlic
2658,5.9,64,6,Garlic
2659,6,64,7,Garlic
2660,6,62,3,Garlic
2661,6.9,68,2,Garlic
2662,7.3,60,5,Garlic
2663,7.3,62,8,Garlic
2664,7.5,69,7,Garlic
2665,6.1,64,3,Garlic
2666,7.2,69,0,Garlic
2667,6.2,65,8,Garlic
2668,5.8,65,2,Garlic
2669,6.3,60,7,Garlic
2670,6,63,7,Garlic
2671,5.8,64,1,Garlic
2672,6.3,63,5,Garlic
2673,5.6,68,7,Garlic
2674,6.9,61,8,Garlic
2675,7.1,64,7,Garlic
2676,6.6,61,5,Garlic
2677,7.3,66,3,Garlic
2678,6.6,68,7,Garlic
2679,6.6,61,6,Garlic
2680,7.4,65,1,Garlic
2681,6.2,65,9,Garlic
2682,5.5,70,4,Garlic
2683,6.5,60,6,Garlic
2684,6.5,69,8,Garlic
2685,6,61,1,Garlic
2686,5.7,67,5,Garlic
2687,6.3,69,8,Garlic
2688,7,70,6,Garlic
2689,6.1,67,2,Garlic
2690,7.1,68,2,Garlic
2691,6.3,68,3,Garlic
2692,6.5,67,4,Garlic
2693,6.6,67,1,Garlic
2694,6.5,61,6,Garlic
2695,5.7,64,8,Garlic
2696,7.1,62,10,Garlic
2697,7,61,0,Garlic
2698,7.2,69,4,Garlic
2699,6.6,63,2,Garlic
2700,6,64,5,Garlic
2701,7.3,60,6,Garlic
2702,7.4,63,2,Garlic
2703,5.6,68,6,Garlic
2704,5.7,66,0,Garlic
2705,7.5,70,4,Garlic
2706,7.1,64,0,Garlic
2707,6,62,7,Garlic
2708,6.9,66,4,Garlic
2709,6.6,61,5,Garlic
2710,6.6,68,5,Garlic
2711,6.9,70,10,Garlic
2712,6.7,67,2,Garlic
2713,7.5,62,1,Garlic
2714,7.4,66,9,Garlic
2715,7.2,67,3,Garlic
2716,6.9,60,0,Garlic
2717,7.2,65,6,Garlic
2718,7.3,67,2,Garlic
2719,5.6,68,5,Garlic
2720,6.7,63,9,Garlic
2721,6.1,67,7,Garlic
2722,7.2,62,1,Garlic
2723,6.4,66,6,Garlic
2724,7.3,70,8,Garlic
2725,6.4,68,8,Garlic
2726,6.9,64,9,Garlic
2727,6.9,70,9,Garlic
2728,6.5,60,5,Garlic
2729,7.2,65,5,Garlic
2730,6.7,65,8,Garlic
2731,7,62,6,Garlic
2732,5.6,63,4,Garlic
2733,7.5,70,10,Garlic
2734,6.1,63,2,Garlic
2735,7.5,60,0,Garlic
2736,7.1,68,8,Garlic
2737,6.7,62,9,Garlic
2738,6.7,63,9,Garlic
2739,6.5,61,0,Garlic
2740,6.6,69,8,Garlic
2741,6.5,68,4,Garlic
2742,6.9,69,7,Garlic
2743,6.5,65,7,Garlic
2744,6.1,66,0,Garlic
2745,6.9,61,8,Garlic
2746,5.5,66,6,Garlic
2747,6.9,60,1,Garlic
2748,7.1,64,9,Garlic
2749,6,64,6,Garlic
2750,6.1,68,3,Garlic
2751,7.5,62,6,Garlic
2752,5.7,68,7,Garlic
2753,7.3,69,1,Garlic
2754,7.3,63,7,Garlic
2755,5.8,62,4,Garlic
2756,6.5,68,4,Garlic
2757,5.7,62,3,Garlic
2758,7.1,70,4,Garlic
2759,5.5,69,4,Garlic
2760,6.1,63,3,Garlic
2761,5.8,70,9,Garlic
2762,7.4,68,9,Garlic
2763,5.5,66,3,Garlic
2764,7.1,61,9,Garlic
2765,5.9,61,3,Garlic
2766,6.3,65,7,Garlic
2767,6.7,61,5,Garlic
2768,7,68,10,Garlic
2769,6.7,68,9,Garlic
2770,7.2,69,9,Garlic
2771,5.8,67,7,Garlic
2772,6.2,61,7,Garlic
2773,6,66,5,Garlic
2774,6.4,64,10,Garlic
2775,6.2,62,10,Garlic
2776,6.2,62,10,Garlic
2777,5.9,64,10,Garlic
2778,6.7,67,1,Garlic
2779,5.7,60,5,Garlic
2780,5.7,60,0,Garlic
2781,5.9,61,5,Garlic
2782,5.5,61,1,Garlic
2783,5.6,66,10,Garlic
2784,5.6,70,2,Garlic
2785,7,61,3,Garlic
2786,6.3,69,5,Garlic
2787,7.1,62,0,Garlic
2788,6,66,7,Garlic
2789,6.4,62,5,Garlic
2790,5.8,65,6,Garlic
2791,7,65,1,Garlic
2792,6,67,5,Garlic
2793,6.6,69,6,Garlic
2794,6.1,68,1,Garlic
2795,6,70,5,Garlic
2796,6.6,67,2,Garlic
2797,6.7,63,3,Garlic
2798,6.9,69,3,Garlic
2799,6.3,66,2,Garlic
2800,6.8,66,2,Garlic
2801,7.2,64,1,Garlic
2802,7,61,6,Garlic
2803,7.2,67,4,Garlic
2804,5.7,63,10,Garlic
2805,7,68,2,Garlic
2806,6.5,66,8,Garlic
2807,5.6,69,2,Garlic
2808,7.1,67,6,Garlic
2809,6.5,61,4,Garlic
2810,5.7,66,1,Garlic
2811,5.7,64,2,Garlic
2812,6.1,66,5,Garlic
2813,5.8,70,9,Garlic
2814,7.2,65,1,Garlic
2815,7.5,67,2,Garlic
2816,6.5,65,0,Garlic
2817,6.6,64,7,Garlic
2818,6.2,70,0,Garlic
2819,6.9,65,9,Garlic
2820,7.2,61,1,Garlic
2821,7.3,61,8,Garlic
2822,7,69,8,Garlic
2823,5.7,66,9,Garlic
2824,6,64,6,Garlic
2825,7.5,63,3,Garlic
2826,6.6,66,3,Garlic
2827,6.9,62,3,Garlic
2828,6.4,67,5,Garlic
2829,7,61,9,Garlic
2830,6.5,66,6,Garlic
2831,6.1,66,1,Garlic
2832,6.7,62,7,Garlic
2833,7.4,69,4,Garlic
2834,6.2,64,8,Garlic
2835,7.2,69,7,Garlic
2836,7.1,64,2,Garlic
2837,6.7,60,8,Garlic
2838,6.9,61,5,Garlic
2839,7.1,67,9,Garlic
2840,6.9,68,8,Garlic
2841,7.4,69,9,Garlic
2842,6.2,61,10,Garlic
2843,6.6,64,3,Garlic
2844,7.1,66,3,Garlic
2845,6.3,70,3,Garlic
2846,7.3,66,9,Garlic
2847,7.3,69,7,Garlic
2848,6.6,69,4,Garlic
2849,6.4,68,8,Garlic
2850,5.6,68,9,Garlic
2851,6.1,62,1,Garlic
2852,5.7,69,1,Garlic
2853,6.4,60,10,Garlic
2854,6.8,64,1,Garlic
2855,6.9,68,8,Garlic
2856,6.7,61,3,Garlic
2857,6.5,60,3,Garlic
2858,5.8,69,3,Garlic
2859,5.7,68,7,Garlic
2860,6.5,69,1,Garlic
2861,7.3,61,6,Garlic
2862,5.7,66,3,Garlic
2863,7,61,3,Garlic
2864,6.7,66,3,Garlic
2865,7.1,65,7,Garlic
2866,6.1,64,1,Garlic
2867,5.7,61,1,Garlic
2868,6.2,68,8,Garlic
2869,7,64,1,Garlic
2870,5.7,70,7,Garlic
2871,6.3,65,4,Garlic
2872,7.5,67,2,Garlic
2873,7.3,63,0,Garlic
2874,6.8,69,7,Garlic
2875,6.6,61,2,Garlic
2876,7.1,62,2,Garlic
2877,6.2,65,7,Garlic
2878,6.4,64,4,Garlic
2879,6.6,63,7,Garlic
2880,6.1,65,2,Garlic
2881,6.9,63,8,Garlic
2882,5.6,66,1,Garlic
2883,6.9,68,7,Garlic
2884,5.8,68,10,Garlic
2885,7.4,60,7,Garlic
2886,5.5,67,9,Garlic
2887,6.9,63,1,Garlic
2888,5.8,61,5,Garlic
2889,7.1,62,3,Garlic
2890,5.8,68,4,Garlic
2891,5.8,67,6,Garlic
2892,7.2,69,8,Garlic
2893,7.2,69,8,Garlic
2894,7.2,67,2,Garlic
2895,6.1,68,1,Garlic
2896,5.8,62,9,Garlic
2897,6.9,67,6,Garlic
2898,6.7,68,5,Garlic
2899,5.7,66,2,Garlic
2900,5.5,65,3,Garlic
2901,5.9,63,2,Garlic
2902,6.5,63,9,Garlic
2903,6.2,64,6,Garlic
2904,5.8,68,8,Garlic
2905,6,65,7,Garlic
2906,6.7,63,3,Garlic
2907,5.5,65,3,Garlic
2908,7.1,69,6,Garlic
2909,6.8,62,3,Garlic
2910,7.1,66,9,Garlic
2911,5.9,67,0,Garlic
2912,6.4,67,3,Garlic
2913,5.8,64,10,Garlic
2914,5.7,63,2,Garlic
2915,7.5,70,3,Garlic
2916,6.5,60,3,Garlic
2917,6.4,66,7,Garlic
2918,5.8,63,4,Garlic
2919,7.1,63,9,Garlic
2920,5.8,66,5,Garlic
2921,5.9,67,6,Garlic
2922,7.1,68,8,Garlic
2923,6.3,62,7,Garlic
2924,5.9,66,8,Garlic
2925,6.4,67,1,Garlic
2926,5.7,66,7,Garlic
2927,6.1,66,3,Garlic
2928,7.1,61,2,Garlic
2929,5.6,65,1,Garlic
2930,7.1,65,6,Garlic
2931,6.3,63,9,Garlic
2932,6.3,66,3,Garlic
2933,6.9,63,5,Garlic
2934,6,61,6,Garlic
2935,5.5,61,9,Garlic
2936,7.4,61,8,Garlic
2937,7.4,66,7,Garlic
2938,6.8,68,3,Garlic
2939,5.8,64,6,Garlic
2940,6,70,5,Garlic
2941,6.5,67,8,Garlic
2942,5.7,64,1,Garlic
2943,5.7,67,3,Garlic
2944,6,61,3,Garlic
2945,6,67,3,Garlic
2946,6.3,62,6,Garlic
2947,6.6,69,1,Garlic
2948,6,66,4,Garlic
2949,5.8,64,1,Garlic
2950,7.2,69,0,Garlic
2951,6.5,65,8,Garlic
2952,5.6,61,4,Garlic
2953,6.4,61,6,Garlic
2954,5.6,65,1,Garlic
2955,7.1,66,1,Garlic
2956,6.7,63,5,Garlic
2957,6.5,61,4,Garlic
2958,7,66,5,Garlic
2959,6.8,61,2,Garlic
2960,6.7,67,9,Garlic
2961,6.9,67,2,Garlic
2962,5.8,61,3,Garlic
2963,7.3,64,3,Garlic
2964,6,69,6,Garlic
2965,7,61,8,Garlic
2966,5.9,63,4,Garlic
2967,6.9,64,3,Garlic
2968,6.2,68,4,Garlic
2969,5.7,67,9,Garlic
2970,5.8,60,2,Garlic
2971,6.7,63,7,Garlic
2972,6.5,69,4,Garlic
2973,6.9,63,6,Garlic
2974,6,67,3,Garlic
2975,5.8,69,4,Garlic
2976,6.8,65,5,Garlic
2977,7,64,6,Garlic
2978,6.4,68,7,Garlic
2979,7.3,61,9,Garlic
2980,6.8,60,8,Garlic
2981,6.8,67,6,Garlic
2982,6,63,5,Garlic
2983,6.2,62,10,Garlic
2984,6.4,67,9,Garlic
2985,7.4,66,5,Garlic
2986,7.3,66,5,Garlic
2987,7.4,70,9,Garlic
2988,7.4,67,6,Garlic
2989,5.7,63,7,Garlic
2990,6.6,64,8,Garlic
2991,6.7,61,4,Garlic
2992,7.1,61,4,Garlic
2993,5.6,68,8,Garlic
2994,5.9,62,7,Garlic
2995,7,69,3,Garlic
2996,6.2,66,8,Garlic
2997,7.3,62,8,Garlic
2998,6,70,5,Garlic
2999,5.7,67,7,Garlic
3000,5.6,61,3,Garlic
3001,6.9,63,19,Onion
3002,6.9,63,15,Onion
3003,6.8,61,15,Onion
3004,6.9,70,15,Onion
3005,6.6,62,18,Onion
3006,6.7,62,23,Onion
3007,6.5,69,17,Onion
3008,6.6,63,13,Onion
3009,6.4,70,21,Onion
3010,6.3,65,21,Onion
3011,6.4,63,21,Onion
3012,7,65,18,Onion
3013,6.7,61,13,Onion
3014,6.8,65,17,Onion
3015,6.9,64,22,Onion
3016,6.2,69,23,Onion
3017,7,68,17,Onion
3018,7,62,18,Onion
3019,6.9,62,21,Onion
3020,6.7,66,22,Onion
3021,6.4,62,16,Onion
3022,6.4,62,18,Onion
3023,6.2,67,19,Onion
3024,6.9,63,22,Onion
3025,6.9,62,24,Onion
3026,6.1,67,17,Onion
3027,6.1,68,18,Onion
3028,6.4,62,19,Onion
3029,6.4,64,17,Onion
3030,6.8,70,18,Onion
3031,6.2,62,24,Onion
3032,6.8,61,12,Onion
3033,6.3,69,12,Onion
3034,6.8,64,22,Onion
3035,6.8,63,15,Onion
3036,6.9,64,22,Onion
3037,6.4,70,13,Onion
3038,6.5,70,17,Onion
3039,6,66,22,Onion
3040,6.3,67,17,Onion
3041,6.6,67,20,Onion
3042,6.6,69,13,Onion
3043,6.2,66,23,Onion
3044,6.9,65,18,Onion
3045,6.4,66,20,Onion
3046,6.4,63,12,Onion
3047,6.8,64,24,Onion
3048,6.6,69,22,Onion
3049,6.5,60,19,Onion
3050,6.2,68,13,Onion
3051,6.5,67,14,Onion
3052,6.6,67,23,Onion
3053,6.9,70,22,Onion
3054,6.3,60,20,Onion
3055,6.6,65,18,Onion
3056,6.6,61,17,Onion
3057,6.9,65,16,Onion
3058,7,64,20,Onion
3059,6.8,65,18,Onion
3060,6.9,63,14,Onion
3061,6.3,64,14,Onion
3062,6,61,14,Onion
3063,6.1,67,22,Onion
3064,6.9,61,20,Onion
3065,6.4,64,14,Onion
3066,6.8,70,12,Onion
3067,6.4,65,19,Onion
3068,6.5,70,22,Onion
3069,7,70,22,Onion
3070,6.4,61,19,Onion
3071,6.5,64,16,Onion
3072,6.1,69,23,Onion
3073,6.4,68,17,Onion
3074,6.2,67,15,Onion
3075,6.9,60,22,Onion
3076,6.7,67,18,Onion
3077,6.4,66,13,Onion
3078,6.8,61,22,Onion
3079,6.7,65,16,Onion
3080,6.8,66,24,Onion
3081,6.2,66,14,Onion
3082,6.9,65,23,Onion
3083,6.2,69,13,Onion
3084,6.6,61,15,Onion
3085,6.3,70,14,Onion
3086,6.9,66,21,Onion
3087,6.3,68,15,Onion
3088,6.3,61,15,Onion
3089,6.5,64,19,Onion
3090,6,64,13,Onion
3091,6.5,67,20,Onion
3092,6.2,63,23,Onion
3093,6.9,61,17,Onion
3094,6.2,62,21,Onion
3095,6.7,67,14,Onion
3096,6.3,64,22,Onion
3097,6.2,62,14,Onion
3098,6.5,68,23,Onion
3099,6.9,61,18,Onion
3100,6.7,69,22,Onion
3101,6.2,65,23,Onion
3102,6.3,70,16,Onion
3103,7,69,18,Onion
3104,6.5,64,20,Onion
3105,6.1,61,22,Onion
3106,6,65,18,Onion
3107,6.2,66,16,Onion
3108,7,65,23,Onion
3109,6.7,67,13,Onion
3110,6.2,67,13,Onion
3111,6.6,66,22,Onion
3112,6.8,66,19,Onion
3113,6.2,61,17,Onion
3114,6.1,64,22,Onion
3115,6.2,68,20,Onion
3116,7,68,17,Onion
3117,6.1,64,12,Onion
3118,6.1,69,23,Onion
3119,6.7,63,18,Onion
3120,6.4,68,17,Onion
3121,6.2,70,18,Onion
3122,6.2,62,18,Onion
3123,6.1,63,24,Onion
3124,6.6,66,19,Onion
3125,6.8,68,15,Onion
3126,6.2,64,15,Onion
3127,6.6,65,21,Onion
3128,6.6,67,13,Onion
3129,6.3,68,21,Onion
3130,6.1,69,14,Onion
3131,6.4,64,17,Onion
3132,6.1,62,16,Onion
3133,6.3,66,20,Onion
3134,6.2,69,16,Onion
3135,6.1,69,22,Onion
3136,6.7,66,14,Onion
3137,6.1,65,13,Onion
3138,6.3,70,16,Onion
3139,6.6,67,15,Onion
3140,6.7,65,14,Onion
3141,6.9,62,17,Onion
3142,7,68,22,Onion
3143,6.8,68,24,Onion
3144,6.9,70,22,Onion
3145,6.7,63,23,Onion
3146,6.2,69,24,Onion
3147,6.6,63,15,Onion
3148,6.3,68,20,Onion
3149,6.9,62,21,Onion
3150,6.3,66,14,Onion
3151,6.7,67,21,Onion
3152,6.3,66,13,Onion
3153,6.6,69,15,Onion
3154,7,69,23,Onion
3155,6.3,62,20,Onion
3156,6.2,60,24,Onion
3157,6.8,65,22,Onion
3158,6.1,68,23,Onion
3159,6,63,19,Onion
3160,6.8,70,22,Onion
3161,6.9,64,21,Onion
3162,6.7,62,20,Onion
3163,6.4,64,23,Onion
3164,6.6,67,24,Onion
3165,6.6,69,13,Onion
3166,6,60,24,Onion
3167,6.8,65,15,Onion
3168,6.2,61,15,Onion
3169,6.3,69,24,Onion
3170,6.1,68,22,Onion
3171,6.8,69,21,Onion
3172,6.9,63,14,Onion
3173,6,70,20,Onion
3174,6.3,61,14,Onion
3175,6.2,64,20,Onion
3176,6.9,65,22,Onion
3177,6.2,60,16,Onion
3178,6.1,64,15,Onion
3179,6.4,62,15,Onion
3180,6.5,61,13,Onion
3181,6.2,64,16,Onion
3182,6.1,63,21,Onion
3183,6.7,67,19,Onion
3184,6.9,64,15,Onion
3185,6.7,69,19,Onion
3186,6.3,65,22,Onion
3187,6.1,62,20,Onion
3188,6.3,68,15,Onion
3189,6.4,62,17,Onion
3190,6.2,60,17,Onion
3191,6.8,68,13,Onion
3192,6.7,62,16,Onion
3193,6.7,65,18,Onion
3194,6.3,65,17,Onion
3195,6.9,68,17,Onion
3196,6.1,63,12,Onion
3197,6.8,68,18,Onion
3198,6.2,67,17,Onion
3199,6.4,67,14,Onion
3200,6.1,64,18,Onion
3201,6.1,65,19,Onion
3202,6.6,65,23,Onion
3203,7,63,23,Onion
3204,6.1,68,16,Onion
3205,7,64,20,Onion
3206,7,60,20,Onion
3207,6.2,66,20,Onion
3208,6.7,64,15,Onion
3209,6.8,68,21,Onion
3210,6.9,62,16,Onion
3211,6.2,67,22,Onion
3212,6.3,63,15,Onion
3213,6.6,64,21,Onion
3214,6.7,66,24,Onion
3215,6.2,63,13,Onion
3216,6.4,69,17,Onion
3217,6.1,62,22,Onion
3218,6.2,61,21,Onion
3219,6,66,16,Onion
3220,6.7,63,23,Onion
3221,6.3,61,20,Onion
3222,6.5,66,21,Onion
3223,6.3,68,23,Onion
3224,6.1,62,20,Onion
3225,6.6,70,15,Onion
3226,6.7,64,14,Onion
3227,6,63,13,Onion
3228,6.5,61,24,Onion
3229,6.5,69,19,Onion
3230,6.3,69,16,Onion
3231,7,60,15,Onion
3232,6.4,62,20,Onion
3233,6.6,67,15,Onion
3234,6.4,65,13,Onion
3235,6.4,69,19,Onion
3236,6.5,60,12,Onion
3237,6.3,62,14,Onion
3238,6.5,62,13,Onion
3239,7,60,14,Onion
3240,6.3,68,19,Onion
3241,7,69,24,Onion
3242,6.2,64,22,Onion
3243,6,63,20,Onion
3244,6.9,62,15,Onion
3245,6.7,64,22,Onion
3246,6.7,66,22,Onion
3247,6.5,67,16,Onion
3248,6.7,62,17,Onion
3249,6.1,64,18,Onion
3250,6.2,69,18,Onion
3251,6.8,63,12,Onion
3252,6.8,61,14,Onion
3253,6.2,70,13,Onion
3254,6.8,67,14,Onion
3255,6.8,62,23,Onion
3256,6.7,63,21,Onion
3257,6.8,67,18,Onion
3258,6.8,70,14,Onion
3259,6.7,61,15,Onion
3260,6.7,63,13,Onion
3261,6.8,68,14,Onion
3262,6.9,68,21,Onion
3263,6.9,70,17,Onion
3264,6.2,61,17,Onion
3265,6.6,63,16,Onion
3266,6,70,18,Onion
3267,6.2,68,18,Onion
3268,6.9,62,14,Onion
3269,6.5,65,16,Onion
3270,6.8,63,13,Onion
3271,6.3,65,13,Onion
3272,6.8,70,16,Onion
3273,6.2,64,16,Onion
3274,6.2,66,13,Onion
3275,6.6,61,18,Onion
3276,6.8,61,19,Onion
3277,6.3,64,21,Onion
3278,6.1,62,24,Onion
3279,6.5,63,20,Onion
3280,6.6,67,16,Onion
3281,6.5,64,15,Onion
3282,7,68,15,Onion
3283,6.1,66,15,Onion
3284,6.2,61,20,Onion
3285,6.1,66,18,Onion
3286,6.7,65,13,Onion
3287,6.1,61,22,Onion
3288,6.8,68,17,Onion
3289,6,66,15,Onion
3290,6.1,63,17,Onion
3291,6.8,62,24,Onion
3292,6.2,69,19,Onion
3293,6.3,68,23,Onion
3294,6.5,66,16,Onion
3295,6.8,63,19,Onion
3296,6.4,69,17,Onion
3297,6.9,63,19,Onion
3298,6.8,69,19,Onion
3299,7,68,13,Onion
3300,6.3,65,23,Onion
3301,6.4,70,23,Onion
3302,6.8,68,18,Onion
3303,6.1,68,15,Onion
3304,6.2,68,19,Onion
3305,6.8,68,20,Onion
3306,6.7,67,15,Onion
3307,7,64,21,Onion
3308,6.2,67,20,Onion
3309,6.8,61,23,Onion
3310,6.8,66,15,Onion
3311,6.2,63,18,Onion
3312,6.7,66,23,Onion
3313,6.3,64,20,Onion
3314,6.9,63,17,Onion
3315,6.5,61,23,Onion
3316,6.9,66,12,Onion
3317,6.3,66,18,Onion
3318,6.8,66,16,Onion
3319,6.1,63,19,Onion
3320,6,64,13,Onion
3321,6.9,63,19,Onion
3322,6.6,68,18,Onion
3323,6.9,65,18,Onion
3324,6.7,60,15,Onion
3325,6.7,67,19,Onion
3326,6.1,67,12,Onion
3327,6.9,62,13,Onion
3328,6.9,66,21,Onion
3329,6.9,62,15,Onion
3330,6.4,66,18,Onion
3331,7,63,16,Onion
3332,6.1,69,20,Onion
3333,6.6,65,14,Onion
3334,6.4,64,23,Onion
3335,6.3,65,23,Onion
3336,6.5,69,14,Onion
3337,6.9,62,12,Onion
3338,6.9,61,21,Onion
3339,6.7,67,18,Onion
3340,6.7,66,24,Onion
3341,6.6,68,14,Onion
3342,6.3,64,19,Onion
3343,7,63,12,Onion
3344,6,67,17,Onion
3345,6.3,63,19,Onion
3346,6.3,70,21,Onion
3347,6.3,68,16,Onion
3348,6.8,70,23,Onion
3349,6.3,66,14,Onion
3350,6.8,67,17,Onion
3351,7,66,18,Onion
3352,6.7,67,17,Onion
3353,6.7,65,21,Onion
3354,6.5,61,22,Onion
3355,6.9,65,16,Onion
3356,6.9,65,21,Onion
3357,6.9,67,23,Onion
3358,6.5,70,16,Onion
3359,6.6,64,13,Onion
3360,6,62,14,Onion
3361,6.6,67,12,Onion
3362,6,67,23,Onion
3363,6.1,63,14,Onion
3364,6.3,67,15,Onion
3365,6.6,67,24,Onion
3366,6.3,61,23,Onion
3367,6.9,61,22,Onion
3368,6.8,69,24,Onion
3369,6.2,68,20,Onion
3370,6.2,61,23,Onion
3371,6.4,63,22,Onion
3372,6.5,66,16,Onion
3373,6.1,62,21,Onion
3374,6.7,63,21,Onion
3375,6.5,63,19,Onion
3376,7,65,22,Onion
3377,6.5,60,20,Onion
3378,7,68,19,Onion
3379,6.6,69,14,Onion
3380,6.1,68,24,Onion
3381,6.9,65,19,Onion
3382,6.7,62,17,Onion
3383,6.8,68,15,Onion
3384,6.1,65,20,Onion
3385,6.7,67,13,Onion
3386,6.7,63,18,Onion
3387,6.9,69,24,Onion
3388,6,63,19,Onion
3389,6.3,70,20,Onion
3390,7,64,12,Onion
3391,6,63,13,Onion
3392,6.1,61,22,Onion
3393,6.5,69,12,Onion
3394,6.9,67,12,Onion
3395,7,64,18,Onion
3396,6.2,68,14,Onion
3397,6.1,67,24,Onion
3398,6.1,64,20,Onion
3399,6.4,65,12,Onion
3400,6.3,65,18,Onion
3401,6.3,65,19,Onion
3402,6.7,65,18,Onion
3403,6.6,62,20,Onion
3404,6.5,66,20,Onion
3405,6.2,62,24,Onion
3406,6.4,63,22,Onion
3407,6.8,65,19,Onion
3408,6.6,68,16,Onion
3409,6.9,63,21,Onion
3410,6.8,67,21,Onion
3411,6.3,63,17,Onion
3412,6.1,61,14,Onion
3413,6.7,62,12,Onion
3414,6.9,64,13,Onion
3415,6.3,69,13,Onion
3416,6.9,69,19,Onion
3417,6.1,62,21,Onion
3418,6.1,67,13,Onion
3419,6.1,70,21,Onion
3420,6.1,64,19,Onion
3421,6.6,62,20,Onion
3422,6.4,62,17,Onion
3423,6.6,67,17,Onion
3424,6.6,69,18,Onion
3425,6.8,60,20,Onion
3426,6.1,68,15,Onion
3427,6.1,62,21,Onion
3428,6.4,68,15,Onion
3429,6.3,61,24,Onion
3430,6.1,66,17,Onion
3431,6.8,60,15,Onion
3432,6.1,62,22,Onion
3433,6.4,67,13,Onion
3434,6.6,61,15,Onion
3435,6.7,60,17,Onion
3436,6.9,67,21,Onion
3437,6.3,62,16,Onion
3438,6.6,64,21,Onion
3439,6.1,68,19,Onion
3440,6.4,61,14,Onion
3441,6.9,67,21,Onion
3442,6.2,68,14,Onion
3443,6.9,69,13,Onion
3444,6.4,61,21,Onion
3445,7,60,18,Onion
3446,6.6,64,17,Onion
3447,6.7,61,17,Onion
3448,6.4,64,23,Onion
3449,6.4,67,15,Onion
3450,6.4,61,16,Onion
3451,6.2,64,16,Onion
3452,6.1,67,19,Onion
3453,6.6,61,13,Onion
3454,6.7,60,15,Onion
3455,6.1,64,17,Onion
3456,6.2,67,19,Onion
3457,6.9,60,14,Onion
3458,6.9,68,17,Onion
3459,6.6,68,13,Onion
3460,6.4,61,21,Onion
3461,6.9,64,19,Onion
3462,6.9,66,19,Onion
3463,6,68,18,Onion
3464,6,63,24,Onion
3465,6.9,64,15,Onion
3466,6.1,62,12,Onion
3467,6.1,66,19,Onion
3468,6.8,61,12,Onion
3469,6.3,68,23,Onion
