SoilPh,RelativeHumidity,SoilTemperature,Risk
1.5,15,73,High Risk
2.7,13,80,High Risk
2,2,78,High Risk
1.1,16,84,High Risk
2.5,3,88,High Risk
2.5,1,80,High Risk
2.7,17,80,High Risk
1.5,4,71,High Risk
2.5,14,78,High Risk
1.1,4,83,High Risk
2.3,17,76,High Risk
2,11,76,High Risk
1,14,81,High Risk
1.7,9,83,High Risk
2.8,12,87,High Risk
2.6,11,73,High Risk
2.8,14,88,High Risk
1.9,17,90,High Risk
1.8,12,79,High Risk
2.3,19,80,High Risk
1.9,3,71,High Risk
2.4,4,83,High Risk
2.7,10,78,High Risk
1.3,2,78,High Risk
2.7,2,78,High Risk
1.7,1,86,High Risk
2.4,10,76,High Risk
1.2,12,89,High Risk
2.2,18,80,High Risk
1.5,12,72,High Risk
2.1,2,90,High Risk
1.7,9,84,High Risk
1.8,3,85,High Risk
1.4,9,90,High Risk
2.6,8,74,High Risk
2.6,3,72,High Risk
1.4,8,85,High Risk
1.2,18,85,High Risk
2.8,7,82,High Risk
1.3,16,88,High Risk
2.8,19,86,High Risk
1.7,15,80,High Risk
1.5,14,83,High Risk
2.4,5,82,High Risk
1.4,14,76,High Risk
2.3,14,90,High Risk
2,15,75,High Risk
1.3,12,78,High Risk
2.6,12,81,High Risk
2,16,85,High Risk
1.2,1,72,High Risk
1.1,1,87,High Risk
2.8,12,75,High Risk
2.4,11,87,High Risk
1.8,9,73,High Risk
2.5,4,77,High Risk
1.8,6,85,High Risk
2.6,5,80,High Risk
1.7,10,80,High Risk
1.4,9,86,High Risk
2.8,17,74,High Risk
1.1,3,88,High Risk
2.1,6,71,High Risk
2.5,10,85,High Risk
1.5,1,80,High Risk
2.5,10,77,High Risk
2.5,9,81,High Risk
1.2,11,84,High Risk
1.7,12,76,High Risk
2.8,9,82,High Risk
2.8,17,72,High Risk
2,7,81,High Risk
2.6,11,88,High Risk
2.4,8,80,High Risk
2.1,4,83,High Risk
1.7,11,78,High Risk
2.9,13,86,High Risk
1.6,13,77,High Risk
1.5,5,81,High Risk
2.6,8,87,High Risk
1.5,9,84,High Risk
1.6,14,79,High Risk
1.7,15,82,High Risk
1.6,13,89,High Risk
2.7,16,76,High Risk
2,15,86,High Risk
2.8,5,90,High Risk
1.4,19,78,High Risk
2.1,13,84,High Risk
1.7,14,78,High Risk
1.5,8,88,High Risk
2.1,15,72,High Risk
2.1,10,74,High Risk
2.8,3,85,High Risk
1.4,5,83,High Risk
1.6,10,76,High Risk
2.8,5,89,High Risk
1.3,9,84,High Risk
2.7,14,71,High Risk
2.6,5,88,High Risk
1.5,15,86,High Risk
1.2,2,84,High Risk
1.9,3,78,High Risk
2.4,2,85,High Risk
1.3,18,84,High Risk
1.7,18,77,High Risk
1.6,15,76,High Risk
1.3,11,76,High Risk
1.8,3,88,High Risk
1.3,8,86,High Risk
1.2,5,83,High Risk
1.1,10,89,High Risk
2.4,11,88,High Risk
1.6,5,82,High Risk
2.5,15,88,High Risk
1.1,0,78,High Risk
1.8,2,84,High Risk
1.5,6,84,High Risk
1.5,5,76,High Risk
2.2,13,76,High Risk
1.2,14,79,High Risk
1.5,10,74,High Risk
2.4,10,88,High Risk
2.4,10,73,High Risk
1.3,9,73,High Risk
2.5,18,88,High Risk
1.7,10,78,High Risk
1.2,6,74,High Risk
2.9,15,86,High Risk
1.5,15,87,High Risk
2.1,9,76,High Risk
2.5,5,85,High Risk
1.4,16,76,High Risk
2.3,0,76,High Risk
2.5,11,79,High Risk
2.3,1,76,High Risk
2.3,1,77,High Risk
1.4,8,87,High Risk
1.5,7,88,High Risk
1.6,8,78,High Risk
2.8,10,73,High Risk
2.9,7,80,High Risk
2.8,17,80,High Risk
1.2,10,87,High Risk
1,7,79,High Risk
2.7,13,85,High Risk
2.8,4,86,High Risk
1.5,18,75,High Risk
1.6,7,88,High Risk
2.1,17,76,High Risk
2.7,11,73,High Risk
1.7,0,74,High Risk
1.3,2,75,High Risk
1.7,13,75,High Risk
2.3,6,79,High Risk
1.8,12,89,High Risk
2.7,6,90,High Risk
2.8,2,77,High Risk
1.8,9,75,High Risk
1.3,4,83,High Risk
1.5,2,81,High Risk
1.5,8,78,High Risk
1.1,11,83,High Risk
2.2,6,75,High Risk
2,15,81,High Risk
1.9,1,79,High Risk
1.6,18,85,High Risk
1.3,18,71,High Risk
2.6,3,72,High Risk
2.7,5,90,High Risk
2.2,7,72,High Risk
1.6,5,89,High Risk
2.5,18,74,High Risk
1.5,0,72,High Risk
2.4,4,81,High Risk
1.5,2,84,High Risk
2.3,17,85,High Risk
1.9,0,82,High Risk
1.4,10,89,High Risk
2.3,18,77,High Risk
1.5,10,74,High Risk
2.5,11,83,High Risk
1.4,5,86,High Risk
1.7,14,77,High Risk
2.9,16,75,High Risk
1.4,9,83,High Risk
1.5,17,86,High Risk
2.4,15,86,High Risk
2.5,3,74,High Risk
1.4,4,77,High Risk
1.9,8,75,High Risk
1.4,6,88,High Risk
1.4,9,75,High Risk
2,10,72,High Risk
2.2,14,72,High Risk
1.3,13,81,High Risk
2.9,0,83,High Risk
1.5,15,77,High Risk
2.2,18,86,High Risk
2,17,75,High Risk
2.5,4,77,High Risk
2,11,87,High Risk
2.1,15,73,High Risk
2.5,4,77,High Risk
1.8,12,82,High Risk
1.9,12,83,High Risk
1.3,15,77,High Risk
2.2,6,73,High Risk
1.9,16,72,High Risk
2,17,89,High Risk
2.2,1,84,High Risk
1.9,16,73,High Risk
2.7,7,73,High Risk
2.2,1,89,High Risk
1.2,10,84,High Risk
2.5,6,80,High Risk
2,18,74,High Risk
2.5,10,84,High Risk
1,15,78,High Risk
2.1,19,87,High Risk
1.6,17,87,High Risk
2.1,10,75,High Risk
2.9,12,76,High Risk
1.5,7,86,High Risk
2.4,12,71,High Risk
1.5,7,81,High Risk
1.4,6,76,High Risk
1.1,14,79,High Risk
2.3,5,85,High Risk
1.5,8,72,High Risk
2,12,78,High Risk
1.2,18,73,High Risk
1.7,10,87,High Risk
2.5,14,73,High Risk
1,6,72,High Risk
1.8,19,72,High Risk
2.1,6,86,High Risk
2.3,9,78,High Risk
2.7,12,82,High Risk
2.1,3,80,High Risk
1.8,16,80,High Risk
2.7,3,81,High Risk
2.1,14,88,High Risk
1.9,5,86,High Risk
1.4,15,84,High Risk
1.7,10,88,High Risk
2.9,5,83,High Risk
2.1,9,75,High Risk
1.4,11,82,High Risk
1.2,10,75,High Risk
2.4,18,82,High Risk
2.1,19,72,High Risk
1.6,6,86,High Risk
1.9,12,90,High Risk
2.7,5,85,High Risk
1.4,9,89,High Risk
1.7,9,84,High Risk
2.4,4,76,High Risk
2.5,16,73,High Risk
1.2,15,74,High Risk
2.4,3,73,High Risk
2,15,73,High Risk
1.4,11,86,High Risk
1.2,0,82,High Risk
1.9,13,82,High Risk
1.1,1,84,High Risk
2.6,15,82,High Risk
2,14,82,High Risk
1.3,8,89,High Risk
2.9,16,86,High Risk
2.7,4,88,High Risk
2,1,88,High Risk
2,1,79,High Risk
2.7,5,78,High Risk
1.3,1,78,High Risk
1.7,5,76,High Risk
1.1,12,82,High Risk
2.7,7,83,High Risk
2.2,11,72,High Risk
2.8,6,87,High Risk
2.1,11,72,High Risk
2.5,14,80,High Risk
2.5,13,77,High Risk
1.2,16,86,High Risk
1,17,74,High Risk
2.6,4,73,High Risk
2.2,13,74,High Risk
2,13,83,High Risk
1.9,3,79,High Risk
1.8,2,86,High Risk
1.3,5,80,High Risk
2,17,88,High Risk
1.5,4,77,High Risk
2.6,6,79,High Risk
2.1,11,79,High Risk
2.2,18,75,High Risk
1,19,85,High Risk
2,5,87,High Risk
2.1,1,78,High Risk
1.3,9,88,High Risk
1.9,16,82,High Risk
2.5,3,86,High Risk
2.2,18,89,High Risk
1,6,80,High Risk
1.3,14,90,High Risk
2.6,13,86,High Risk
1.5,6,76,High Risk
2.4,11,84,High Risk
2.7,0,81,High Risk
2.8,16,74,High Risk
1.7,2,80,High Risk
1.1,14,81,High Risk
2.3,1,71,High Risk
1.2,13,78,High Risk
2.1,15,76,High Risk
1.6,10,84,High Risk
1.5,0,75,High Risk
1.3,15,83,High Risk
1.7,9,75,High Risk
1.9,19,87,High Risk
1.1,6,86,High Risk
2.4,6,82,High Risk
1,3,71,High Risk
2.7,13,83,High Risk
1.7,18,88,High Risk
1.4,16,85,High Risk
1.6,8,83,High Risk
2.9,14,79,High Risk
1.4,18,80,High Risk
1.9,2,86,High Risk
1.3,13,77,High Risk
2.6,5,81,High Risk
2,6,79,High Risk
1.5,10,87,High Risk
2.6,6,85,High Risk
2.5,15,88,High Risk
1.9,4,73,High Risk
1.8,18,73,High Risk
1.3,3,73,High Risk
2.5,15,72,High Risk
2.8,18,86,High Risk
2.2,16,72,High Risk
1.8,13,84,High Risk
2.1,18,88,High Risk
2.2,7,71,High Risk
1.1,18,86,High Risk
2.2,5,87,High Risk
1.9,5,77,High Risk
1.2,12,87,High Risk
2.9,11,79,High Risk
2,9,88,High Risk
2.5,11,81,High Risk
2.5,6,88,High Risk
1.7,1,83,High Risk
2.6,14,81,High Risk
2.8,4,71,High Risk
1.8,8,90,High Risk
2.9,3,71,High Risk
2.3,4,80,High Risk
2,7,79,High Risk
2.6,15,89,High Risk
1.5,9,84,High Risk
1.2,2,78,High Risk
2.5,12,72,High Risk
2.8,1,78,High Risk
2.9,12,78,High Risk
1.6,9,75,High Risk
2.4,1,85,High Risk
1.3,17,75,High Risk
2.7,3,84,High Risk
1,7,83,High Risk
2,15,72,High Risk
1.1,10,80,High Risk
1.9,17,83,High Risk
1.9,13,78,High Risk
1.8,14,86,High Risk
2.5,16,87,High Risk
1.6,0,76,High Risk
1.4,5,83,High Risk
1.4,2,80,High Risk
2.9,16,90,High Risk
2.1,5,76,High Risk
2,11,80,High Risk
2.2,17,84,High Risk
1.6,10,72,High Risk
2.6,1,89,High Risk
1.5,15,82,High Risk
2,8,83,High Risk
1.6,17,87,High Risk
1.3,12,73,High Risk
1.9,15,80,High Risk
2.2,3,83,High Risk
1.4,14,78,High Risk
1.8,1,86,High Risk
1.2,3,75,High Risk
1.6,18,86,High Risk
1,11,77,High Risk
2.8,1,86,High Risk
2.7,6,77,High Risk
2,15,79,High Risk
2.3,17,80,High Risk
1.2,9,83,High Risk
2.7,4,77,High Risk
1.9,16,81,High Risk
1.4,5,87,High Risk
1.6,7,74,High Risk
2.6,17,74,High Risk
1.6,3,73,High Risk
1.8,15,84,High Risk
1.1,8,81,High Risk
2,14,87,High Risk
2.1,13,72,High Risk
1.6,9,77,High Risk
2.6,1,79,High Risk
1.2,4,78,High Risk
2.7,14,74,High Risk
2.3,2,75,High Risk
2.3,17,89,High Risk
1.7,19,76,High Risk
1.5,2,74,High Risk
2.8,0,73,High Risk
2.4,0,75,High Risk
1.8,9,83,High Risk
2.4,10,86,High Risk
2.5,8,87,High Risk
1.6,2,75,High Risk
2.8,16,75,High Risk
1.2,1,74,High Risk
2,4,80,High Risk
2.4,13,86,High Risk
2.8,13,75,High Risk
1,9,82,High Risk
1.7,2,74,High Risk
2.4,8,83,High Risk
1.9,17,81,High Risk
1,5,90,High Risk
1.1,10,81,High Risk
1,3,84,High Risk
1.3,11,89,High Risk
2.6,7,90,High Risk
2.5,2,90,High Risk
1.7,1,76,High Risk
1.2,3,80,High Risk
2.7,11,82,High Risk
1.1,8,80,High Risk
1,3,72,High Risk
2.1,15,88,High Risk
1.2,19,73,High Risk
1.8,15,82,High Risk
1.6,7,84,High Risk
2.2,9,72,High Risk
1.7,2,71,High Risk
2.3,8,81,High Risk
1.4,16,78,High Risk
2.4,12,89,High Risk
1.1,0,79,High Risk
1.6,11,76,High Risk
1.1,17,75,High Risk
2.8,5,75,High Risk
2.3,11,78,High Risk
1.9,7,75,High Risk
1,12,77,High Risk
2.7,11,87,High Risk
2.2,13,86,High Risk
1.8,17,86,High Risk
2.1,0,78,High Risk
1.1,12,76,High Risk
2.3,15,75,High Risk
1.6,13,75,High Risk
1.8,15,85,High Risk
2,10,86,High Risk
1.7,12,75,High Risk
2.7,9,90,High Risk
2.8,3,86,High Risk
1.7,18,84,High Risk
2.5,1,78,High Risk
2.5,18,88,High Risk
2.4,17,82,High Risk
2.7,18,84,High Risk
1.4,2,71,High Risk
2,8,75,High Risk
2.8,18,90,High Risk
2.9,10,83,High Risk
2.3,1,72,High Risk
1.7,11,89,High Risk
1.5,1,75,High Risk
2.5,14,77,High Risk
2.6,9,81,High Risk
2.5,15,87,High Risk
2.2,16,81,High Risk
1.7,7,79,High Risk
2.1,18,83,High Risk
2.6,0,81,High Risk
1.4,4,73,High Risk
2.4,8,79,High Risk
2.3,19,76,High Risk
1.2,2,73,High Risk
2.9,6,76,High Risk
1.5,16,79,High Risk
1.3,8,82,High Risk
2,7,83,High Risk
2.4,11,81,High Risk
1.3,7,83,High Risk
1.3,10,72,High Risk
2.4,2,88,High Risk
2.1,13,89,High Risk
1.9,15,75,High Risk
1.8,19,74,High Risk
2.7,4,76,High Risk
1.1,3,88,High Risk
2,9,79,High Risk
2.6,17,81,High Risk
2.4,1,87,High Risk
1.8,4,90,High Risk
2.7,7,89,High Risk
2,2,85,High Risk
1.8,5,80,High Risk
1.2,15,90,High Risk
1.8,3,78,High Risk
2.9,2,89,High Risk
2.8,14,81,High Risk
2.5,1,87,High Risk
2.2,7,78,High Risk
2.2,3,78,High Risk
1.5,8,75,High Risk
1.7,2,84,High Risk
2.5,4,79,High Risk
2.6,9,71,High Risk
1.4,10,82,High Risk
1.5,9,74,High Risk
1.6,10,87,High Risk
1.4,1,84,High Risk
1.3,1,81,High Risk
2.6,11,84,High Risk
1.4,11,77,High Risk
1.4,17,77,High Risk
2.8,16,82,High Risk
2.6,15,72,High Risk
2.4,9,77,High Risk
1.4,13,78,High Risk
2.7,10,87,High Risk
2.3,10,83,High Risk
2.4,12,82,High Risk
1.2,2,87,High Risk
2.2,16,75,High Risk
1.8,12,83,High Risk
2.3,1,72,High Risk
2.5,12,82,High Risk
2,3,86,High Risk
1.2,17,83,High Risk
1.7,11,87,High Risk
2.7,12,73,High Risk
1.5,16,87,High Risk
1.8,1,87,High Risk
1.4,18,85,High Risk
1.8,13,80,High Risk
1.1,9,82,High Risk
2.2,4,79,High Risk
1.6,15,78,High Risk
2.1,18,80,High Risk
1.1,2,88,High Risk
1.8,11,75,High Risk
2.5,9,88,High Risk
2.6,6,82,High Risk
2.6,19,85,High Risk
2.1,13,80,High Risk
1.5,9,72,High Risk
2,18,80,High Risk
1.6,11,76,High Risk
1.2,5,78,High Risk
2.3,8,79,High Risk
1.8,15,75,High Risk
1.5,14,83,High Risk
1.3,9,81,High Risk
1.1,4,85,High Risk
2.2,4,79,High Risk
1.6,15,90,High Risk
1.9,6,76,High Risk
1.6,14,83,High Risk
1.1,11,76,High Risk
2.3,7,79,High Risk
1,8,87,High Risk
2.6,12,80,High Risk
2.4,13,78,High Risk
1.9,15,71,High Risk
2.1,1,73,High Risk
1.1,17,87,High Risk
2.8,13,72,High Risk
1.2,6,75,High Risk
2.8,10,89,High Risk
2.6,13,72,High Risk
1.8,14,86,High Risk
2.4,11,80,High Risk
1,14,85,High Risk
1.2,17,76,High Risk
1.9,13,76,High Risk
2.1,5,79,High Risk
1.6,15,89,High Risk
2.3,11,85,High Risk
1.4,19,89,High Risk
2.6,9,76,High Risk
1.9,5,86,High Risk
2.9,18,81,High Risk
2.2,18,81,High Risk
1.8,17,76,High Risk
2.4,10,77,High Risk
1.5,14,76,High Risk
1.4,8,74,High Risk
1.5,14,80,High Risk
2.8,15,84,High Risk
2.1,16,74,High Risk
2.1,3,89,High Risk
2.1,17,75,High Risk
1.1,17,74,High Risk
2.9,9,72,High Risk
1.7,9,89,High Risk
2.2,4,87,High Risk
2.2,0,80,High Risk
2.8,16,85,High Risk
1.5,2,84,High Risk
2.7,0,79,High Risk
2.8,9,87,High Risk
1.9,11,88,High Risk
1.5,16,80,High Risk
2.3,7,75,High Risk
1.6,7,81,High Risk
1.6,15,72,High Risk
1.6,15,82,High Risk
2.8,10,78,High Risk
1.8,5,88,High Risk
2.4,7,83,High Risk
2,3,75,High Risk
2,7,88,High Risk
1.4,8,72,High Risk
2,13,87,High Risk
1.7,17,72,High Risk
2.4,9,76,High Risk
1.2,18,87,High Risk
1.3,1,87,High Risk
1.8,8,90,High Risk
1.1,5,87,High Risk
2.2,2,72,High Risk
1.3,4,84,High Risk
1.5,16,86,High Risk
2,7,82,High Risk
1.3,17,81,High Risk
1.2,8,71,High Risk
2,1,81,High Risk
1.7,18,83,High Risk
1.2,12,76,High Risk
2.1,10,76,High Risk
2.2,10,84,High Risk
1.8,17,84,High Risk
1.5,17,77,High Risk
1.5,4,78,High Risk
1.7,2,82,High Risk
2.4,10,85,High Risk
2.4,8,84,High Risk
1.1,6,85,High Risk
1.4,15,74,High Risk
2.7,4,82,High Risk
2.7,13,79,High Risk
2.9,5,79,High Risk
2.6,8,75,High Risk
1.2,9,72,High Risk
2.2,16,72,High Risk
2.6,16,88,High Risk
2.7,9,73,High Risk
1.7,10,77,High Risk
1.1,3,88,High Risk
2.7,1,74,High Risk
2.8,3,87,High Risk
2.9,8,71,High Risk
1.5,2,84,High Risk
2,9,83,High Risk
2.4,9,89,High Risk
2.3,6,85,High Risk
1.2,17,72,High Risk
2.9,17,77,High Risk
1.8,6,77,High Risk
1.4,11,78,High Risk
1.5,1,79,High Risk
1.1,8,81,High Risk
2.3,18,74,High Risk
1.7,16,89,High Risk
2.1,11,89,High Risk
1,6,84,High Risk
1.3,12,89,High Risk
2.5,14,81,High Risk
2.2,8,84,High Risk
2.2,5,79,High Risk
1.9,14,81,High Risk
2.2,13,90,High Risk
1.7,15,89,High Risk
1,10,86,High Risk
2.6,8,87,High Risk
2.7,11,76,High Risk
2.3,14,86,High Risk
1.1,15,78,High Risk
2.6,17,79,High Risk
1.7,11,77,High Risk
1.4,13,78,High Risk
1.7,16,80,High Risk
2.4,10,81,High Risk
1.3,17,86,High Risk
2.3,4,89,High Risk
2,4,78,High Risk
1.2,15,78,High Risk
1.3,4,89,High Risk
1.9,13,86,High Risk
2,7,86,High Risk
2.3,3,89,High Risk
2.8,6,88,High Risk
2.7,11,80,High Risk
2.5,17,78,High Risk
2.6,3,86,High Risk
1.5,13,89,High Risk
2.1,12,88,High Risk
2.3,12,71,High Risk
2.8,2,82,High Risk
1.6,7,73,High Risk
1.2,11,76,High Risk
2.8,18,87,High Risk
2.3,16,90,High Risk
2.2,12,74,High Risk
2.4,12,88,High Risk
1.1,16,86,High Risk
1.3,5,81,High Risk
2.3,11,73,High Risk
1.9,6,80,High Risk
1,4,75,High Risk
2.5,7,86,High Risk
1.8,10,78,High Risk
1.6,15,76,High Risk
1.2,8,78,High Risk
2.6,17,78,High Risk
1.3,10,71,High Risk
2.7,10,72,High Risk
2.5,4,84,High Risk
1.7,12,88,High Risk
2.2,15,75,High Risk
1.4,14,87,High Risk
1.1,2,78,High Risk
1.4,6,86,High Risk
2,8,90,High Risk
1.2,6,78,High Risk
2.1,14,83,High Risk
2.3,1,80,High Risk
1.7,10,89,High Risk
1.5,18,89,High Risk
1.3,19,85,High Risk
1.5,13,88,High Risk
2.5,0,88,High Risk
2,0,83,High Risk
1.5,19,84,High Risk
1.1,16,90,High Risk
2.5,5,72,High Risk
2,11,85,High Risk
2.5,16,84,High Risk
2.7,15,78,High Risk
2.2,11,84,High Risk
2.2,16,85,High Risk
2.1,8,88,High Risk
2.8,12,86,High Risk
1.3,13,74,High Risk
2,17,71,High Risk
1.5,17,82,High Risk
2.8,18,76,High Risk
1.8,7,78,High Risk
2.8,12,75,High Risk
1.1,15,75,High Risk
1.7,6,81,High Risk
1.1,17,89,High Risk
2.8,7,77,High Risk
1.1,12,87,High Risk
2.7,9,81,High Risk
2.6,8,87,High Risk
1.6,8,87,High Risk
2.4,4,72,High Risk
2.9,17,88,High Risk
1.4,9,72,High Risk
2.3,2,90,High Risk
1.7,16,85,High Risk
1.5,14,81,High Risk
2.6,2,86,High Risk
2,16,85,High Risk
2,11,87,High Risk
2.3,18,84,High Risk
1.2,3,78,High Risk
2.2,8,85,High Risk
2.1,7,81,High Risk
1.1,9,88,High Risk
1.2,16,82,High Risk
1.3,11,87,High Risk
1.6,13,86,High Risk
1.9,14,74,High Risk
1.6,5,71,High Risk
2.4,14,88,High Risk
1.4,13,73,High Risk
2.1,12,85,High Risk
1.9,12,88,High Risk
2.4,13,78,High Risk
2.4,11,85,High Risk
2.5,14,81,High Risk
2.6,1,78,High Risk
2.8,4,82,High Risk
2.1,3,74,High Risk
1.5,16,80,High Risk
2.5,18,87,High Risk
1.2,15,86,High Risk
2.2,9,74,High Risk
1.1,11,87,High Risk
1.9,15,86,High Risk
2.5,13,78,High Risk
2.7,19,76,High Risk
1.5,14,78,High Risk
1.1,7,74,High Risk
2.7,10,82,High Risk
1.5,11,74,High Risk
1.7,14,90,High Risk
1.3,15,86,High Risk
2.5,1,76,High Risk
2.2,11,86,High Risk
2.6,10,81,High Risk
2,19,89,High Risk
1.8,4,79,High Risk
2,10,79,High Risk
2.6,14,74,High Risk
1.6,11,85,High Risk
2,15,74,High Risk
2.3,2,72,High Risk
2.6,18,74,High Risk
1.7,16,75,High Risk
2.2,14,84,High Risk
2,9,74,High Risk
1.2,10,84,High Risk
2.5,4,89,High Risk
2,5,84,High Risk
1,4,78,High Risk
2.3,7,85,High Risk
2.7,1,82,High Risk
2.7,10,81,High Risk
1.1,1,75,High Risk
1.9,4,85,High Risk
2,18,72,High Risk
2.8,16,84,High Risk
1.2,16,75,High Risk
2.6,4,77,High Risk
2.8,13,81,High Risk
1.6,9,81,High Risk
1.7,18,78,High Risk
1.3,5,72,High Risk
1.2,7,80,High Risk
2.2,13,88,High Risk
1.4,16,77,High Risk
1.1,13,89,High Risk
2.3,15,75,High Risk
1.8,6,84,High Risk
1.5,8,81,High Risk
2.8,18,87,High Risk
1.8,4,89,High Risk
2.3,14,88,High Risk
2.5,10,86,High Risk
1.9,3,87,High Risk
2.4,9,77,High Risk
1.5,6,83,High Risk
2.7,5,90,High Risk
1.2,3,87,High Risk
2.1,7,88,High Risk
2.6,14,89,High Risk
1.3,11,79,High Risk
2.9,5,85,High Risk
2.2,14,83,High Risk
1.9,14,82,High Risk
2.2,10,83,High Risk
1.6,3,78,High Risk
1.6,17,75,High Risk
1.7,0,76,High Risk
1.2,1,78,High Risk
2.6,5,83,High Risk
2,12,87,High Risk
1.8,6,89,High Risk
1.1,8,75,High Risk
2.5,17,90,High Risk
1.8,1,87,High Risk
2,1,88,High Risk
2.6,6,78,High Risk
2.8,10,79,High Risk
1.7,9,71,High Risk
2.2,19,78,High Risk
2.7,7,73,High Risk
1.4,13,77,High Risk
1.8,19,83,High Risk
2.8,13,79,High Risk
1.3,16,78,High Risk
2,2,89,High Risk
1.4,3,83,High Risk
2.5,3,74,High Risk
2.7,6,83,High Risk
1.3,19,89,High Risk
1.9,7,86,High Risk
2.3,13,78,High Risk
2.4,2,83,High Risk
2.1,5,86,High Risk
1.9,9,79,High Risk
2.3,1,81,High Risk
1.5,15,81,High Risk
1.6,6,84,High Risk
2.2,11,83,High Risk
2.9,4,82,High Risk
2.3,16,75,High Risk
2.1,2,71,High Risk
2.1,6,82,High Risk
2.6,13,77,High Risk
1.6,7,88,High Risk
1.9,10,73,High Risk
1.6,16,87,High Risk
2.7,3,81,High Risk
1.3,12,74,High Risk
1.2,8,77,High Risk
1.8,18,84,High Risk
2.2,5,74,High Risk
2.2,19,84,High Risk
1.7,10,72,High Risk
2.7,10,81,High Risk
1.9,18,76,High Risk
1.5,17,72,High Risk
1.8,1,80,High Risk
2.2,2,87,High Risk
2.9,14,89,High Risk
2.4,8,75,High Risk
2.5,8,90,High Risk
1.2,0,90,High Risk
1.3,8,89,High Risk
2.5,3,85,High Risk
2.2,10,74,High Risk
2.3,15,72,High Risk
1.5,13,71,High Risk
1.8,7,90,High Risk
1.6,9,76,High Risk
2.5,10,77,High Risk
2.7,13,88,High Risk
1.6,7,74,High Risk
2.7,5,85,High Risk
2.5,3,80,High Risk
2.8,13,86,High Risk
1.3,15,72,High Risk
1.2,4,76,High Risk
1.4,18,87,High Risk
2.7,8,75,High Risk
1.1,0,81,High Risk
1.8,9,75,High Risk
1.8,9,74,High Risk
1.1,11,71,High Risk
2.2,11,72,High Risk
1.1,3,81,High Risk
2.3,16,82,High Risk
1.5,18,83,High Risk
1.9,11,88,High Risk
2.7,9,84,High Risk
1.1,19,86,High Risk
2.9,19,80,High Risk
1.6,2,77,High Risk
1,14,88,High Risk
1.1,18,78,High Risk
1.4,7,78,High Risk
2.5,16,75,High Risk
2.3,14,87,High Risk
2.2,11,83,High Risk
2.4,17,78,High Risk
2.1,16,89,High Risk
2.4,4,90,High Risk
2.8,18,74,High Risk
2.3,18,87,High Risk
1.8,7,78,High Risk
2.1,1,80,High Risk
2.8,14,83,High Risk
1.8,12,82,High Risk
1.1,6,79,High Risk
2.7,17,79,High Risk
2.8,2,71,High Risk
1.2,13,85,High Risk
1.7,1,86,High Risk
1.2,15,71,High Risk
1,2,81,High Risk
2.2,18,83,High Risk
1.8,12,75,High Risk
2.5,12,75,High Risk
2.1,10,85,High Risk
1.7,8,80,High Risk
2.8,16,76,High Risk
1.9,15,89,High Risk
1.9,7,80,High Risk
1.9,11,72,High Risk
2.6,5,88,High Risk
2.1,10,82,High Risk
2.7,2,73,High Risk
1.5,4,83,High Risk
2.2,17,71,High Risk
2.1,18,73,High Risk
2.5,5,87,High Risk
2.5,10,78,High Risk
1.2,1,89,High Risk
2,12,82,High Risk
2.2,14,74,High Risk
2,10,81,High Risk
2.2,17,86,High Risk
1.8,5,89,High Risk
1.5,5,79,High Risk
2.2,16,88,High Risk
1.2,15,88,High Risk
2,14,84,High Risk
2.5,14,75,High Risk
2.8,13,77,High Risk
1.2,8,76,High Risk
1.7,4,85,High Risk
2,12,82,High Risk
1.6,6,81,High Risk
1.4,18,78,High Risk
1.3,1,76,High Risk
1.5,18,89,High Risk
1.8,19,72,High Risk
1.2,11,79,High Risk
2.3,17,77,High Risk
1.4,5,87,High Risk
2.6,17,82,High Risk
1.6,4,78,High Risk
2.6,5,77,High Risk
1.9,13,89,High Risk
2.2,9,74,High Risk
1,15,90,High Risk
1.4,14,88,High Risk
2.8,7,81,High Risk
1.7,2,77,High Risk
1.6,6,74,High Risk
1.6,16,84,High Risk
1,4,85,High Risk
2.5,9,74,High Risk
1.8,5,77,High Risk
2.5,15,72,High Risk
2,2,77,High Risk
1.4,6,83,High Risk
2.8,12,85,High Risk
1.9,3,72,High Risk
1.3,19,71,High Risk
2.4,2,77,High Risk
1.4,11,72,High Risk
1.7,8,83,High Risk
1.5,5,83,High Risk
1.3,15,83,High Risk
2,19,74,High Risk
1.3,1,90,High Risk
1.1,11,87,High Risk
1.6,10,86,High Risk
1.3,8,82,High Risk
1.4,2,82,High Risk
2.9,17,76,High Risk
2.1,9,75,High Risk
2.4,13,74,High Risk
1.8,18,76,High Risk
2.5,7,90,High Risk
2.9,10,77,High Risk
2.8,0,76,High Risk
2.7,15,87,High Risk
2.2,12,81,High Risk
2.8,12,89,High Risk
1.4,8,89,High Risk
2.5,17,75,High Risk
2.4,7,78,High Risk
2,18,77,High Risk
2.2,1,75,High Risk
2.3,13,80,High Risk
2.9,13,89,High Risk
2.8,8,78,High Risk
2.5,14,81,High Risk
2.3,16,90,High Risk
2.1,1,81,High Risk
2.2,15,84,High Risk
1.7,14,74,High Risk
1.4,11,89,High Risk
1.8,6,86,High Risk
1.7,17,73,High Risk
2.4,15,84,High Risk
2,9,84,High Risk
1.3,7,78,High Risk
2.6,4,84,High Risk
1.6,10,84,High Risk
2.3,3,83,High Risk
2.5,16,84,High Risk
